i have the 50 set hooked up to a 7  .
the only reason i'm giving it a 9 is because it's not 1080p (not that i can see any difference it looked better than the 1080p panasonic it is next to at the store) , and because it's a hair more expensive than the competition but worth absolutely every penny  .
i've had this 3 weeks now and so far i love it  .
i have done a tremendous amount of research (plasma , lcd , pioneer , samsung , panasonic , elite , etc  .
i almost bought the pioneer elite 1150pro or pioneer pdp5070  .
waited and waited and finally jumped in  .
every one has different opinions as to which brand is better , i'm not an expert but i found (after lots of research) the pioneer to be superior regarding plasmas  .
the hd picture is unbelievable  .
some might like other brands better , but you cant really judge looking at tvs bunched on a wall together until you get it home and it stands alone  .
the difference is magnified  .
now the picture is not as good when not in hd but thats not why i bought it  .
i is going to hook it up to a surround sound system but decided to wait and as such the speaker that runs along the bottom actually sounds better than i expected  .
not that i expected it to sound bad but i didnt expect it to sound as good as it does  .
as for a recommendation i would absolutely 100% recommend the 5080  .
final note , of course the cable company had to fix wires so as to receive hd channels and while tweaking the cable box cable guy said the tv is adjusting the size of the picture to fit the screen better than the cable box  .
would give it a ten out of ten but nothing is perfect .
i just bought this television a few days ago and i really like it so far  .
the colors are very vivid on the screen , due to a screen blacker than any of the other plasmas that i have seen  .
i still need to hook up a hd source , but even with standard cable hooked up to it , it is nothing short of fantastic  .
let me first start by saying , wow  .
what a gorgeous picture  .
as picture quality goes , there truely is no better anywhere  .
best contrast on any plasma or lcd (no brainer there) that has been seen to date  .
and of course , pioneer always brags about the amount of gradation in color in their picture , well it is absolutely apparent in this set  .
pioneer offers a new optimum video setting on these tvs which is an ever changing adjustment in the picture so that every image is a beautiful as the next  .
very similar to the way the advanced iris settings work in the sony sxrd projection systems  .
my only concerns are as follows   there is no x  .
color support  .
as major bluray advocates like sony and mitsubishi have demonstrated , x  .
color gamut technology is going to be the future of bluray and for pioneer not to include that capability in any of their new sets or their new bluray disc players is more than disappointing to myself  .
and in a time where almost all major tv manufacturers are introducing the 120hz side scanning for smoother motion , pioneer has introduced the 60hz side scanning  .
well , before they had 72hz (also called 3  3 pulldown , which they still have)  .
i havent yet seen anything with this feature , but sony and panasonic sure are high on it  .
all in all , pioneer , even with their disappointments this year , continue to lead the pack as far as quality of picture go  .
if you are looking for a picture that is head and shoulders above the rest , welcome to pioneer .
recommend to everyone  .
i have been viewing tv's for a few weeks and i have read a lot of great reviews about the pioneer  .
however , when i see the television in the store , it seems noticeably dimmer than its competitors  .
i have noticed this at several stores on more than 4 occasions  .
i am sure that the black level and color is great in a pitch black theater setting , like the cnet lab they have described  .
but , i am not sure the pioneer would be the best set for a normal home setting , which is rarely pitch black and has at least some ambient lighting  .
i would like to get feed back from owners and other shoppers  .
is the pioneer too dim  .
this tv does not scale 1080p  .
does it even matter  .
yes , the 5080 is everything cnet says it is the tv produces an unbelievable hd picture and actually does a pretty decent job with standard definition unfortunately , in my experience at least , there are a few snags which the buyer should take into consideration  .
the tv seems to have a judder issue       no , i'm not talking about the purecinema modes , it seems to experience judder with just about every kind of tv source you can think of  .
not horrible , but definitely noticeable hdmi issues    i've worked through an hdmi handshake issue and now there is a bevel effect a mirror    like tear on the far side of the screen  .
this is with fios these issues may be related to source , but they are worth noting  .
i have not read about these issues happening with regular cable yet .
this is the body of user opinion  .
i spent many , many hours researching the best plasma/lcd picture available  .
i ended up selecting the pioneer pdp    5080hd based on the excellent black levels and picture quality i did a live check at a local electronics store and the pioneer had the best picture of any plasma or lcd in the store i have had the unit for a week and love the hd picture quality ; i only wish i had reviewed the hum problem before i made my purchase i found out the hum problem is more predominant at higher altitudes and i am at 7200 ft the hum is low level but if you have the sound turned low or muted it is very noticeable and annoying my fix ; crank up the sound through my pioneer receiver the operating instruction manual states that electrical circuit humming/bussing is normal for operation of this plasma display i recommend the pioneer plasma for the picture quality but beware of the hum issue related to any plasma set , do your researches before you buy  .
sorry but i did not research hum problems with lcd sets so you need check tm  .
i like this television but it is about as current with todays hd technology as those cheap tv's you see at walmart  .
720p just doesn't cut it  .
and please do not try to say resolution does not matter because it really does when you go past 40 inches or so  .
is impressed with this tv but not as much as the sam    lnt5271f or the sony xbr4 so i had to return it for a refund and get a 120hz/1080p/lcd  .
and i am very happy that i did .
i debated between the pioneer and the samsung 50 inch plasma pn50a550  .
even though the samsung is $500 cheaper , i went with the pioneer based on past quality  .
i have had the tv for a week and have been disappointed to say the least  .
the hd channels are no better than my old standard sony 27  .
the image transition is not smooth , and peoples' faces blur whenever they move  .
this still occurs after every setting is maximized , and the transition feature is on smooth  .
about 80% of the standard channls are not very clear no matter what settings the set is on  .
some are better than others , though  .
right now i'm debating on a return  .
my theory is if you are going to spend $2000 on a tv , it better be worth it  .
right now , it is not  .
maybe a 42 1080p (i) would be better  .
what's with all these spectacular votes of 9/10  .
if you want to artificially inflate the vote at least vary the rating and the term spectacular  .
i had a wierd problem that i have never had before with any tv  .
as soon as i took the television out of the box i noticed a bad smell  .
the set smelled like rotten eggs and a restroom  .
never had a problem like this before stay away from this tv unless you like stinky smells  .
i purchased a pdp    5070hd in march  .
it broke in july  .
it's still broken 9 weeks later  .
more information on my blog @ http  //tinyurl  .
com/yulyur  .
never purchasing a pioneer product again  .
our advice to consumers who are contemplating a pioneer purchase is to add in the cost of an extended warranty  .
or go with a competing brand that values its customers and stands by its products no customer would buy a product for over $2000 if they knew it would require $700 in repairs just 18 months later  .
pioneer customer service is arrogant , saying again and again that buyers are on their own after the warranty expiration , even when the company has had a history of power supply issues  .
this is the worst customer service for a large discretionary purchase i have ever experienced  .
we will not be buying a pioneer product again       regardless of the initial product quality and reviews .
if anything ever goes wrong with this tv you will not be satisfied with their customer service warranty claim department they will screw you buyer beware  .
read the opinions of those who have had the pioneer for more than a year  .
mine died after 15 months and the warranty is 12 months  .
pioneer will not even talk to you  .
if you must buy , make sure you buy all the warranty you can get  .
$600    700 to repair  .
buyer beware .
sure the image quality is great , if you live in a cave  .
the image is really dim , i bought a set brought it home plugged it in , played a dvd , blu    ray , hd    dvd , hd cable , and sd cable  .
2 days later packed it up and took it right back  .
the image it produces is very very dim , which may be how it achieves its great black levels if you turn the brightness up which would be a simple solution , the entire picture recieves a grayish tint and all that glory of wonderful black is completely lost  .
i even pulled the sales assiociate at the store on the side and had him try the same thing with the set in the store to see if i is wrong we tried everything but only recieved a dim faded image i cannot even imagine how dim the image will become as the set gets half way toward its half life  .
steer away , buy a panasonic plasma , or get an xbr lcd from sony .
tv is still under warranty , the pixels are misfiring a pink or orange color when they are supposed to be blue  .
the repair service has been to my house 3 times an is unable to fix it    even though they replaced the video board  .
now they want to take it to their shop for a couple weeks to replace some of the internal components , but they are guessing  .
meanwhile , pioneer customer service flatly refuses to replace the unit    they apparently do not do that  .
panasonic has tv's with comparable picture quality and lower prices , and they would have given me a new tv by now and taken the old one to fix on their own time  .
i wish i had bought panasonic rather than pioneer  .
i read all the reviews    this is typically a great tv so i realize i probably got a lemon , but they should replace it  .
save yourself the grief and go with panasonic .
