i absolutetly love my 80gb zune  .
with the current iteration , 3/4 of the time when you try to edit you go through the whole editing process , click finish , and are told cannot save now , try again later  .
needless to say if you re    do it and try again later you get the same message , so basically you are precluded from editing information  .
if you've got an unknown album by and unknown artist , you're stuck long story short , the zune is not a viable alternative to the ipod  .
i do not have any apple products and will not buy any apple products , but if zune is to microsoft as product a    z is to apple , then apple is by far the superior brand and company  .
i could not be any more disappointed by microsoft's efforts as they relate to the zune .
this might be a good player if you can get the programs to work  .
i suggest you look at the zune forum troubleshoot page if you do not belive me not happy with it at all .
dont buy zune audio players anymore since ive had 6 already  .
i gave them 6 chances to show me that they are worth something  .
im a pretty nice guy  .
after this last one  .
no wayy  .
all the cool features mean nothing if the player do not play  .
just a headache .
i suspect the gushing reviews of this thing are from microsoft sales people  .
itried all weekend to make it work and returned it on monday  .
hopeless .
looks like everyone trying to copy apple , why cannot companies come out with their own ideas  .
i'm leaving microsoft , heading over to the apple camp .
so this is the best forum i could think of to let people know how not to get screwed  .
i bought a 80 gb zune player a year ago and recently installed the new software and my zune player began to freeze so i tried resetting it and reinstalling the software etc and now the screen went black but it still lights up so i called microsoft/zune about this problem i have been having since the software update and explained my situation and the only think that i is given is a you may send your device in and we will replace it for $160 dollars because the warranty has run out  .
why not repair it so i don't have to sell an arm and a leg to get something i have already paid for once  .
i could purchase a brand new 120 gb for $220 off of amazon for $60 more dollars i could have a new one with a bigger hard drive and a one year warranty to go along with it  .
this is a little ridiculous and unfair so i guess what i'm trying to get at is do not fall for microsoft scam and be ripped off  .
i guess there is only a few options for me now i can post fourms and blogs and complain and maybe microsoft will listen  .
i could get another zune player or replace my old one or i could just say screw it and cancel my subscription to the zune marketplace and buy an apple  .
will see how this plays out .
i go to a very large university and i have seen maybe 3 people in thousands use one of these stupid microsoft p  .
nobody believes you microsoft this is not the real #1 wanted product on cnet  .
( id rather own a kia blender) this is another crappy marketing scheme to fool you into thinking you would want one of these plastic vista things  .
get a clue microsoft your days are numbered .
when i got my zune the screen is cracked  .
i called microsoft and the told me they cant do any thing , it is my fault  .
so now i have a $300 black piece of crap .
do not care what this thing can do if u walk around with this thing  .
and like a crazy headphone u looks like a social outcast nerd  .
and zune social    to be honest i never even visited the website , just by the name  .
zune social  .
nowadays you have facebook , or the old myspace and zune social  .
social or is it for wannabes  .
c'mon microsoft , what is this thing  .
if m$ want to compete with ipod then add some real technonlogies to it , not some stupid superficial zunesocial social website .
i thought shared songs can be played just like a song , but 3 times in 3 days or watever its  .
and who do u share your songs with when you are the only person with a zune  .
wireless sync music  .
right that's so useful .
