purchased two sd1000s for two of my grand    children who are over 19 years of age  .
after three months they both love this camera and the pictures they have taken with it  .
this is the case for both outdoor and indoor shots , but is most noticeable in the outdoor shots i do not know how cnet does it's reviews , but i have a sneaking suspicion that printed indoor and outdoor photos are not accounted for in their ratings .
i have the same problem as danm2  .
i had looked extensively across cameras and manufacturers for a small camera with excellent image quality so i could enlarge my prints  .
i is very disappointed to find that some of my 4x6 prints had very soft , almost blurred edges and pixelated color  .
this is especially true indoors when using the flash , but even a couple of my outdoor photos taken in late afternoon (without direct sunlight but not at all dark) were noticeably less sharp than i expected  .
i am wondering if this is a problem that only a few of us are having , but i've noticed the complaint in a minority of comments on other websites .
my 4 year old s400 takes better photos .
i have owned this camera for 3 weeks now and i am very dissappointed  .
people are only giving this camera a good review because it looks nice and because its a canon  .
the sd1000 has bad picture quality it has the same picture quality as a canon power shot 560  .
there is lots of noise and soft images with white spots at low iso setting even in auto mode there is no difference  .
face detection seldom works  .
properly and say for instance you have 2 people in a photo one face will come out sharp and the other soft with noise  .
i purchased a sony dsc    w80 2 days ago and i will tell you that the sony dsc    w80 is definitly better then the canon sd1000 the image quality is above exellent pictures are sharp without excessive noise even when blown up on your computer moniter and the software is not buggy like the sd1000 .
like a few others i purchased this camera with high hopes of sharp clear images  .
i got pictures with lots of noise , blurred details and generally unprofessional looking on the computer or prints at high resolution  .
i am definitely returning this camera , but am afraid of picking up another clunker , and having to keep paying restock fees  .
i have 2 other digital cams , both in larger sizes , and they take excellent clear pictures  .
the camera is easy to use and the viewing screen has vivid clear colors  .
i is really disappointed that i cannot keep this tiny little guy .
i am a bang for the buck shopper  .
i researched this camera to death recently decided to pull the trigger and get it  .
i have been disappointed since day one  .
i bought my wife a nikon coolpix 7900 christmas 2005 (almost 2 years ago) and her nikon's image quality stomps my canon's  .
also , i believe mine has longer shutter lag  .
2 years in the electronics world is forever  .
why has there been such a small improvement in digital camera quality  .
we have compared several pictures taken at the same event with her camera and mine , and there is a remarkable difference in image sharpness especially indoor pictures  .
the canon sd1000 seems to blur edges very small detail  .
my wife is envious until she saw my first printed photos  .
maybe i got a lemon , i do not know , but i have been very disappointed in my new canon sd1000  .
by the way , i have no pre    disposition toward nikon  .
my mom has an entry level olympus 7 megapixel camera that also produces better printed photos than my canon .
i have the upper advantage of rating cameras because i get to not only play with almost everyone of them , but i sell them  .
just one advantage is that i get to see what other people say and purchase , and even better i get to see what comes back broken  .
another advantage is that i get to see the pictures people take with there cameras from beginners to professionals  .
i am able to talk to the camera manufactures rep and get all my answers and concerns answered by them as well  .
all to make my decision on what cameras i would like to sell and purchase for myself as far as the canon sd1000 you need to see both the cons and pros  .
there is no perfect camera in the world so the name of the game is which one is going to be the best for your needs canon is one of the only manufactures that still believes in the view finder  .
this is key if you are going to take pictures in the bright sunlight  .
it doesnt matter if you have a thousand dollar camera of a fifty dollar camera , you can not see the lcd in bright sunlight  .
this makes the canon an option if you think your going to use your camera outside the most  .
canon is known for possible purple fringing on some of there pictures in high light  .
be aware that i have seen this happen with this camera , although you can crop this out using your computer as far as image stabilization canon believes you have to pay top dollar for it  .
you can compare canons sd1000 to other brands in the same category and every other manufacture has image stabilization  .
this you may hear is not that important , but if you are in lower light like at parties or indoors that it can come in very handy  .
ive seen a lot of blurry pictures come from this camera because of this  .
people have rebutted that if you adjust the shutter speed the image stabilization is not a problem this would be a correct statement but this is point and shoot camera  .
who wants to adjust the shutter speed  .
when you want to take a picture you aim and shoot otherwise get a slr  .
just remember the more iso and the darker the light the more your picture will get grainy as far as the picture quality i find it nothing spectacular  .
its not noticeable better than any other camera in this category  .
it does sometimes have a yellow hue , especially indoors  .
with computer editing you can correct this but again the user of this camera is probably wants to aim and shoot not screw around with settings the last thing i will mention is the battery door  .
in the past canon has made this door out of hard plastic and it broke very frequently  .
they have wised up some and made it flexible so the door might fall off but it wont break (most the time) in the end i would skip this camera and look at others in the same category unless the view finder is really important to you  .
other manufactures give you more of a bang for your buck .
the power button has failed for the second time since purchasing the camera in june 2007  .
i sent it off for repair , and while the people on the phone are very nice , it really doesn't get you anywhere  .
one email from the tech people said that i would have my camera back in approximately 7 business days , another said approximately 10 days and when i called to check they said they were still waiting on a part  .
obviously , those estimates don't mean a thing , and apparently , time at the repair center doesn't mean a thing because i have had my camera back just over a week and it is broken again  .
do not know what i am going to do , but i am very disappointed .
i bought this camera and it took great pictures , at least until i took it out of the case one day (only 2 weeks after i bought it  .
) to discover that the lcd screen had shattered internally i saw that other canon camera reviews warned that the lcd is prone to breaking , but i figured the canon brand is trustworthy enough to provide great customer support/repair if that were to happen i is wrong 25 days since canon received my camera for repair and 2 customer service calls to check on the status of my camera repair   still no camera  .
the canon rep i just spoke to on the phone said the camera parts should arrive within another 2 weeks (5 weeks after receipt of camera) , and that cameras would be repaired in order of receipt  .
then , she matter    of    factly stated that some cameras in the repair shop have been in there for two to three months and they still hadn't gotten to them , yet somehow her logic still compelled her to say that they would start repairing mine after the parts were received after 2 weeks  .
when i asked if there is anyone i could complain to , she sarcastically replied i'm listening , before transferring me to her supervisor her supervisor basically reiterated the company line , saying parts are ordered overseas from japan , it takes some time for them to arrive from a foreign country , and that the repair confirmation e    mail and repair policy , which stipulates 7    10 business days for repair and return , does have the following caveat   actual times may vary  .
seasonal volume or repairs requiring special parts may add more time , which is the catch    all for circumstances like this in which , as the supervisor put it , camera servicing may take more than 30 days to order parts and complete the repair  .
he provided no possible remediation at all , just served as another complaint buffer , and offered to continue referring me to further supervisors , which presumably would have just reiterated the company's repair caveat   actual [repair] times may vary  .
if you dare , buy the camera       it is a great camera for 2 weeks until it broke       but cross your fingers that it does not ever need to be repaired  .
otherwise , you may experience the disappointment that compelled me to write this review .
i bought this camera as a point and shoot to carry in my pocket for pictures of the kids  .
after lenghty reading online , i somehow managed to miss that there is no image stabiliztion  .
i had pretty much assumed it is given at this price point  .
i am constantly getting motion warnings and my pictures are often blurry  .
where are all those spectacular pictures everybody is talking about  .
what's the good of a point and shoot that you cannot simply pull out of your pocket and take a picture  .
there were smaller , slimmer and cheaper cameras i could have purchased at the time  .
i would not buy this camera again .
i only wish quality would be the first priority with canon  .
there service cost as much as i paid for the camera that is a replacement for the last one that failed through their loyality plan  .
they just do not give a d#m .
do not waste your money  .
will not buy another canon after this experience .
i purchased this camera and hardly used it , keeping in the closet for most of 3 months  .
when i took it out one day the lens cover is stuck in place  .
i examined the camera carefully for signs of damage (none noted) before packing carefully and sending it to canon for warranty repair  .
canon responded by claiming i damaged the camera and would not honor warranty  .
i strongly believe i is not treated in good faith by canon  .
i will no longer purchase canon products in the future .
when i bought this camera , i searched all over the web for reviews and everybody seemed to love the sd1000  .
unfortunately , most reviews are written about a brand new product , and most things work great when they're new i've had my camera for 13 months , and the image quality has been mostly good , though not great  .
certainly good enough for e'mail and web use  .
the flash is a bit weak , but the face detection and auto focus seemed to work well  .
the video quality is actually pretty amazing , the compact size made it easy to carry this camera everywhere , and the large view screen is fantastic it is a good camera , until the warranty ended a month ago , at which point it seemed to simply self destruct as if an internal timer finally went off  .
my flash stopped working , and within a week the camera is totally dead  .
when i try to turn it on , the light by the on/off switch lights briefly , and i hear the camera click , but nothing else happens i've searched online for help and found numerous sites regarding lense errors , poor customer service , and generally low build quality  .
i guess i'm lucky i got a year out of it , which works out to about $17 a month  .
i expected better though , especially given the rave reviews  .
if you view this as a very nice disposable camera , you'll love it  .
if you want a quality piece , look elsewhere  .
i certainly will not buy another canon .
pictures of people came out blurry even with the face detection feature on , self timer did not work properly , pictures came out dark using flash at short distance  .
i sent it to canon factory service center to be repaired as it is covered by the original warranty and it came back exactly as it is when i sent it even when it is repaired according to them .
i bought this camera in december of 2007  .
i have had to send it back 2 times already  .
my olympus camedia c    740 3  .
2mp takes higher quality pics than this one and its 3    1/2 years newer  .
save your money and time for another product or make sure you buy an extended warrantee  .
this one has definitely been a headache for me  .
every time you send it to get fixed it takes a month to get back .
