its awesome  .
i have a hd dvd player and i is looking to blu    ray since hd dvds have fallen the way of beta  .
the sony playstation 3 slim fills both my needs  .
sweet news .
bluray player , next generation console , it's already double what its worth (and what other consoles go for)  .
also , everytime i use my ps3 (i already own a previous model) and i use the folding@home project , i feel like i'm donating to cancer and alzheimer's research starting in 2006 , we began looking forward to another major advance in capabilities  .
this advance utilizes the new cell processor in sony's playstation 3 (ps3) to achieve performance previously only possible on supercomputers  .
with this new technology (as well as new advances with gpus) , we will likely be able to attain performance on the 20 gigaflop scale per computer  .
with about 50 , 000 such machines , we would be able to achieve performance on the petaflop scale  .
with software from sony , the playstation 3 will contribute to the folding@home project , pushing fah another major step forward  .
pande lab stanford university  .
donate to the cause people  .
and play some great games while you're at it   )  .
well there are so many great things about the ps3 , it comes at a compromise while the free online is great , it has its downfalls  .
inviting people isn  .
t that simple  .
and the whole feature could use a little upgrade messaging is good ; because you can send pictures from your hard    drive along with it you can have a subject , and a body that can be quite long  .
now wondering what use is sending pictures  .
let  .
s say that you just won $500 from a scratch ticket , or that you saw bigfoot swimming in your pool  .
well more than likely people will probably be very skeptic of you  .
so being able to send a picture of bigfoot will show your friend you weren  .
t joking  .
but all that comes at the price that you can  .
t hit the ps button when the alert comes up that you got a message , and be able to bring it right up playstation home is like the best way to meet new people and find someone to play littlebigplanet with  .
s free and is full of little games  .
be sure to see my review for it the ps store is simple in the fact that there is only one type of currency , yours  .
(in my case its us dollars) and you can easily pay for just what you are getting , and not be stuck with that 13� in your account  .
but that is only if you use a credit    card  .
but with the many cheap games called 'minis' which are like xbox arcade games , you can always find a game to play status alerts are complete , by that i mean you are told who is online , and who is offline  .
when you get a message , trophy or chat invite  .
even messages from a text chat room are shown  .
the nice thing is you are told when someone goes offline facebook integration is full too  .
you can tell people what you just got from the ps store , and what trophy you just got the internet browser is very well done , with flash 9 support , you can watch many online videos right on your ps3 the controller is good , but the trigger buttons aren  .
t very responsive feeling  .
they are kinda mushy  .
but it  .
s great in the fact that you don  .
t need to go buy batteries or a special rechargeable pack  .
plus with the sixaxis motion sensitivity , you can control games with more of a feel  .
now when you  .
re playing those racing games and acting like the controller is a steering wheel , well now it can  .
chat is good , but not great  .
you can do 6 person video/voice chat but you can  .
t be playing a game like you can in an xbox live party  .
you can have text chats and those can be used during games blu    ray is great because its high definition , and large data capacity  .
but because of the type of disc , scratches can be a severe thing  .
what may not affect a regular disc could really mess up a blu    ray disc the bluetooth allows for [almost] any wireless headset to be used to chat the many media formats allow for a variety of videos and music for playback  .
the ability to find a computer on the network is good for streaming things like pictures or video the xmb , or  .
cross media bar  .
is the basic menu layout  .
it is fully customizable with themes and backgrounds remote play allows accessing things like the internet or pictures on the ps3 , and be viewed on the psp netflix is available to those who have it , and can request a disc so that you can use netflix in the ps3 the same way it works on the wii now we  .
ve all heard of the red ring of death  .
cause by the system overheating  .
well the ps3  .
s fan is very good at dispersing the heat , but should it get hot , the power light will flash letting you know that it  .
s getting hot so you can save before you shut it off  .
it won  .
t turn on when it  .
s too hot , you will know it  .
s too hot because when you try to turn it on , the light will flash  .
this is telling you to either move it to a cool place so it can cool down or just give it a rest for a while (maybe it  .
s time to go outside and get some fresh air  .
) now the term  .
slim  .
is because it  .
s smaller and quieter than the old ps3 which is nice because it is more efficient sixaxis motion sensitivity is a unique way to play certain games  .
in littlebigplanet , tilting the controller will move your head  .
in motorstorm , you can have it be like mariokart wii and steer with it updated  .
on sep 22 , 2010  .
the ps3 slim is probably on the coolest systems out there with everything you need to have fun though it does have a lot of glitches and has no ps2 support but overall its awesome and in my opinion it better than the xbox 360 .
with blue ray its well worth the price  .
the wii or the xbox have next to nothing left to brag about over the ps3  .
if you complain about games take another look because uncharted , mgs4 , littlebigplanet , the show , and many more are great  .
this thing at 299 is like i said a great bargain  .
i paid 299 for a standalone blu    ray player for my living room and it cannot match the ps3  .
surround sound is great something the xbox or wii cannot do at 7  .
1 as well as the streaming options  .
backwards compatibility really is not a big issue since 1 in 3 people have a ps3 and psn store is something you can deal with  .
simply the best updated  .
on mar 12 , 2010  .
good console to buy .
i bought an xbox 360 in 2007 , when i believed it is the best value on the market (and i still believe it is at the time)  .
that said , have now bought a ps3 slim as the low price and massive improvement in game quality has now brought the two systems more or less on par imo  .
i'd actually say that at this particular moment in time , it appears the ps3 gives you better value than a 360  .
still , until sony brings a franchise as good as halo to the market , cannot quite give them the edge .
get a fast bluray player , great game system and media center for the same price as a regular bluray player thats much slower .
buy it if you dont want to deal with xbox360 headaces plus it has alot of room to grow im giving this a 4  .
5 rating to give room for future ratings .
$299 is a fantastic price point for this device , which has movies , music , games , and other media covered in a slimmer , albeit less attractive , little black box .
my first console since the ps1 and i'm loving everything it has to offer  .
overall a great system with plenty of media functionality  .
unfortunatly i feel the sony is really missing out on potential customers who wish to upgrade from their ps2's to the ps3 since its not backwards compatible  .
sure you can still play your ps2 games on your ps2 still but its the convience of being able to play all your games on one system that makes all the difference  .
besides lots of people if they were thinking about getting a ps3 would trade    in the ps2 for a mark off the ps3 price .
you all should buy a 'slim' before the new games come out  .
some good exclusives coming this 2009 holiday are   uncharted 2 , modern warfare 2 , tekken 6 , god of war 3 , assassins creed 2 , mag , final fantasy xiii , modnation racers , gran tursimo 5 and ninja gaiden sigma 2  .
there are so many good games that are out but there is not enough space to write them out bottom    line is you should get this game over a 360  .
you get much more than what you get for a 360  .
user upgradeable hard drive , the best exclusives out there , blu    ray player , 1080i gaming , built    in wifi and so much more  .
all the pros overcome the little cons that can be solved  .
want to play ps2 games  .
buy a ps2  .
want to use a universal remote  .
logitech has a adapter to convert it to ir signals  .
in game chat and speeding up the xmb can be upgraded with a software upgrade coming soon so just wait the 360's cons are cons you cant really fix and imo the ps3 kills the 360 with all its stunning features well i hope you all buy one if you hav not already  .
you wont regret it   ]  .
it is indeed a fact that ps3's failure rate is far lower than xbox  .
with it's price of 299  .
99 it's pretty easy to pick up , especially if you give up your ps2 stuff which you won't be needing anyways sure the network is not as developed as xbox but really how can you beat free  .
in these times anything that's free and is decent is a godsend  .
really though there's not much to complain about unless you nitpick  .
the argument that the xbox has slightly better developed network is rather silly if you still think blu    ray is useless , it's probably cause as of late people including myself have not been able to afford this enhancement  .
it really is better , unlike with old cd's like my ps2 ones who were damaged simply by wear and tear damage , my ps3 blu ray games have not even been scratched or marked after a week of use , my ps2 discs would have already had some kind of mark  .
so i recommend you make the jump to blu    ray format games by purchasing the ps3 slim backwards compatibility is a widely complained about problem , i also didn't like this idea but once i jumped into the enhanced graphics of the ps3 i didn't want to go back , you won't either , leave last    gen behind and join the rest of us guys , if you're considering selling your ps2 and it's stuff to get a ps3 slim do it you will not regret it the internal power source , many people think of this as a silly argument , but when you travel and want to bring your system , you only have to worry about one thin , you dont have to worry about your adapter getting smashed or stolen , or god help you if you forget it , of course it also adds a bit of weight to your bag  .
controllers    a lot of people love to attack this area  .
lets dive right in , anyone who can use a screw driver will realize that you can replace the battery in the controller , the battery life is also quite long as opposed to having to buy batteries all the time , if you had a gameboy color back in the day you know what a pain in the ass it is to replace batteries all the time and with all the money spent on batteries , i could have bought two or three next gen game systems  .
if i am wrong than my argument still stands , 10 dollars a month for batteries adds up to a lot more than 50 every two years or so for a new controller do the math you'll be spending around 240 dollars for batteries after two years having to replace batteries while a simple 50 dollars will give a ps3 owner a new controller i tried to be fair up there but here i have one last argument , and it is rather silly but i really think this kicks ps3 up a notch  .
god of war iii one of the ps2's top titles will be making its sequel on ps3 only  .
a heavy reason ps3 is lagging is cause of lack of good exclusives , once this game comes out i'm quite sure it's going to at least get a lot of people thinking again so what if your online is slightly better  .
another explanation you will fins interesting (strictly added as opinion just take a minute to think about it)  .
online shooters which is what most xbox people play is really something that started on the pc  .
do i really need to move beyond the classic quake 3 which set up the rest of the shooters  .
i think not  .
many of you think that's biased but so are many of your arguments about online  .
if you don't know what quake 3 is you probably think halo is a revolutionary game and you should probably look into it before you make posts about consoles xbox does have slightly better online interface  .
however when you get down to it , psn serves it's purpose  .
it delivers a top notch blu ray player and soon one of the most popular games from last gen will be making its sequels debut on ps3 xbox delivers slightly better interface  .
however this comes at a price as does the wifi adapter 100 dollars  .
with the ps3  .
free absolutely free to give an example that's like saying  .
a pizza restaurant is giving out a free pizza with a 20 dollar large two topping pizza  .
(ps3)  .
while another is giving out a pizza yes but the pizza you must purchase to get the second one free is 50 dollars for the same amount of toppings  .
(xbox 360)  .
the second pizza represents the price of the console for the ps3 and the free represents the network while the xbox's free represents how much better its online is while its 50 dollar pizza represents how much you have to pay for it later so why wouldn't you get the free and 20 dollar  .
saying it's better is strictly opinion going back to pizza i like papa johns , other people think it tastes like puke in short , ps3 is cheaper since it's network is free , has a blu ray player and need i bring the slogan in  .
ps3 only does everything the only thing it dose not do is feed you oh wait i can order papa johns from it too  .
okay it does do everything you could possibly want  .
many people nitpick to find fault  .
focus on the substantial issues , slightly less developed network is not substantial , the money it costs is , and with xbox you end up paying a lot more for less  .
updated  .
on sep 9 , 2009  .
this is an amazing ps3  .
i don't think what people realized what is in this system  .
there is an 8 core processor , killzone only used 2  .
5 cores , the ps3 has plenty of room to grow  .
they fixed the power issues and uses almost no power  .
built in wi    fi and a blu ray player (still on of the fastest and best in the market for bd players)  .
the psn store has psone games and psp games to download  .
they do not have as big of a selection as xbox but they are getting more exculsives (infamous , killzone 2 , resistance 2 , mgs4 , and soon god of war 3)  .
everything that is not as stong , sony has been working on  .
defiantly worth the month  .
its the best all around game system for the price .
i bought an xbox 360 about a year ago , it broke 3 times  .
it is advertised $100 cheaper but that doesn't factor in the xbox live payments (online play) and the $100 wireless adapter  .
i is sick of putting money into a console that does not work  .
the myth out there that ps3's online play and game catalogue is inferior it just that , it is a myth  .
since selling my xbox and buying a ps3 i am a happy customer  .
it has everything the xbox has + durability , free online play , and a blu    ray player bottome    line , ps3 slim and its competitive price blow it's competition out of the water .
at $299 the ps3 is an amazing deal if you're in the market for a current gen console  .
you get free online gameplay , a blu ray player , wifi , and li    on batteries in the controllers , and the ability to upgrade the hdd  .
on top of this sony has the best exclusives coming out in the next 12 months  .
gran turismo 5 , uncharted ii , heavy rain , ratchet clank future   acit , mag , god of war iii , agent , the last guardian  .
seriously    compare this with the xbox 360 where you have forza 3 and halo   odst as the big exclusives for the next 12 months the xbox 360 is over priced  .
$100 for wifi  .
$50/yr for online gameplay , $15 for a rechargable battery kit , and then the overpriced hdd kit that they release at $100 and 180 every few years  .
on top of all of that once the warranty is out and microsoft wont repair your console for free you will have to pony up the $200 for an arcade system or all your games and controllers will become worthless  .
every single person i know who owns a 360 has had to send it in to microsoft at least one time in my humble opinion you would have to be out of your mind to buy a xbox 360 over a ps3 unless all of your friends are on the 360 and you have no interest in blu ray .
ps3 slim and 360 elite are both priced at 299  .
99 , but the better value is with the ps3 because of the extra features it comes with , that would cost you at least two hundred more dollars for the 360 to have (wifi , rechargeable controllers , online gaming , etc)  .
in survey conducted by gameinformer magazine in the august 2009 issue , over 50% of 360's will fail on you while the ps3 is at a mere 13%  .
the ps3 also now has something that it did not have before , and that's a reputable amount of games , that are also on the 360 like (call of duty , bioshock , etc  .
) as well as their own exclusives most of which are considered by many reviewing websites to be editors choices (little big planet , metal gear solid 4 , infamous , killzone 2) and the exclusives list will actually keep building with future releases of god of war iii and heavy rain to name a couple  .
although bluray is fairly new it did win the format war and is projected to be the future of multimedia disk , you have to admit that being able to watch high def movies , granted that you have an hdtv , is an awesome feature to have at your disposal  .
transfering media to your ps3 is also very easy , as you can put media on a flash drive and the ps3 can copy it and put it in the appropriate category (music , video , pics)  .
overall , you get more bang for your buck with a much more reliable system .
overall with the space and energy saving this system is better than the old fat version  .
sure u can whine that 'the piano black finish is gone' but i dont judge a system on looks who cares about the look , games such as littlebigplanet , god of war 3 , killzone 2 , heavenly sword and infamous arent known because the system looks good  .
i've owned all three consoles on the market now , the wii the 20gb xbox 360 and the 40 gb ps3 , just yesterday i sold my 80 gb for the new slim  .
when u can sell a system and get the next thing out there without spending a cent thats great , i walked away from that with with 60 bucks in my pocket .
if you're on the fence between the 360 and the ps3 , you should seriously consider the ps3       esp  .
if you have an hdtv  .
with the ps3 , you get the best blu    ray player on the market built    in , pay no additional money for wi    fi connectivity or online gaming , and have access to hundreds of must    have next    gen games (including those that are only available on the ps3 e  .
resistance 1 2 , killzone 2 , uncharted 1 2 , metal gear 4 , ratchet clank , little big planet , infamous , and , soon , god of war 3 and gran turismo 5)  .
the xbox 360 is an excellent system as well , complete with its own must    have exclusive games (gears of war , halo , mass effect) , but be prepared to be soaked in hidden costs  .
the 360 wifi adapter (which is basically essential) will cost you a whopping $100 extra , the rechargeable battery packs for the controllers are $12  .
99 each , and xbox live online    gaming is $50 per year  .
also keep in mind that the 360 cannot play blu    ray movies       only traditional dvds  .
so , all    in    all , the ps3 is the clear winner for the money in my opinion .
ps3 slim is great im getting one my self but sony could of at least sent out a survey or something to get better ideas , they should of put extra usb ports and should of put ps2 backwards compatibility , i give this one a 4  .
5/5 , sony please listen and put extra usb's and put back the power switch on the back .
this is an absolute steal  .
cannot wait .
first of all i'm just a casual gamer , i only play the games at easy/casual mode and sometimes i even use cheats to play the game a lot easier and not waste to much time playing the game  .
i am more focused on using the multimedia capabilities of the ps3 the ps3 is actually one of the cheapest blu    ray player out there , if you are planning to own one you may want to look at this device which also counts as a gaming console with mutimedia and internet capabilities  .
the ps3 slim , if compared to the first generation ps3 is lighter and smaller , also less prone to scratches and smudges which will make your console look dirty and old  .
ps3's video upscaling is decent , for dvd's and uploaded videos even at 480p  .
the interface of ps3 is nice and neat similar to psp's interface on the downside , the ps3 runs quite hot after an hour or so , unless you are in a cold environment i think that the ps3 should be positioned vertically so that the would dissipate faster  .
because mine is sitting on a wooden table at normal position with no obstructions at all sides , and when i am playing a game for more than 2 hours the system is already quite hot  .
i bought my ps3 with a 120 gigabytes of hard drive space (actually it is less than 120gb since it will be formatted) , for gaming i think that it is already sufficient enough but if you plan on using it as a multimedia hub the hard drive space may be short  .
it would no longer an issue if only the ps3 can support external hard disk at ntfs format or its mac counterpart , so that you will no longer need to worry about the system hard drive space  .
another thing i noticed is that , the ps3 system does not support some of the file formats , i have no problem with audio since most of it is in mp3 and aac , the problem is in video file format because even some mp4 , wma and avi files wo not play correctly  .
i also have several mkv video files and it is painstaking to convert them all to mp4 (ps3) format without having loss of quality  .
it would also be a great addition to the ps3 bundle if it has an hdmi cable and vertical stand included , but not really a big deal for me i am actually having second thoughts if i were to buy this console since i am just a casual gamer and i own a personal computer with decent gaming capabilities  .
gaming on a pc , in my own personal opinion (somebody might react that the pc is the better gaming machine) , is a bit expensive because you will need to upgrade every now and then , and tiresome because you will always configure your pc for every game to make sure it will run a optimal condition  .
another device that i am considering , based on the multimedia functionality is the apple mac mini , but this thing does have a blu    ray player and is quite expensive compared to the ps3 (more twice the price of the ps3) though the apple mac mini has external hard drive support , can be installed with 3rd party codecs , has a nice multimedia interface and a remote  .
but in the end i still chose the ps3 for its versatility , even with its shortcomings , i hope that sony will address this some of the ps3's problems  .
so there you have it , my own personal view of the ps3 slim , i hope that i may be of help to those potential buyers of the ps3 slim  .
thank you for reading .
i love the ps3 , it is a great system to do just about anything on  .
blu    ray is amazing on it , as well as the single player games  .
graphically superior to both xbox 360 and nintendo wii , the ps3 now has the price to compete with the xbox however , i still enjoy the online play of the xbox much better , even if you do have to pay for it  .
the online community of the ps3 is lacking at best  .
the sheer number of games in the xbox selection far outweighs any graphic advantage the ps3 possesses  .
in the end , it really depends on what kind of gamer you are  .
if you enjoy in    depth story    line , deeply gratifying and sexy graphics , and a focus on mature gaming , buy a ps3  .
if you enjoy multiplayer and games in just about any genre you can think of , xbox 360 is your system  .
and of course , if enjoy super    titles and a focus on cartoon graphics and children's games , then go with a wii .
i only bought the ps3 because i viewed it as a blu ray player with benefits  .
for that it is fine  .
as a game console , i feel the 360 with xbox live is better , and the hardware for xbox is cheaper overall  .
i have not played any online games with the ps3 yet , but so far the gaming online experience is disappointing (but it is free)  .
as an xbox 360 user , i miss my free headset so chat it up with friends , and navigating on xbox live is much better  .
if i compared the quality of the hardware consoles , i would give the edge to ps3 , but the xbox is much more fun and easier to hook up with my friends online .
i am 55 years old  .
i had all the old 70's 80's game consoles  .
then i switched to the computer to play games  .
i figured i is to old to play xbox and ps , plus i could not justify the added cost  .
my daughter hooked me up with her ps3 last month and since then i have been learning the games , reading my laptop files , watching blue    ray and netflix movies  .
this machine is amazing  .
my wife has picked one up for xmas for me  .
i moved my year old blue    ray player upstairs  .
as everyone knows the picture sound is amazing  .
watching netflix is very easy to use  .
the movies look great and load fast  .
for #299 this is a bargin  .
best bang for my dollar  .
i stopped in sam's club played with a xbox and that is amazing also  .
the controller is a lot better than the ps3  .
the biggest seller for me is the blue    ray and netflix movies .
the new ps3 slim is a console created to fit the people of a run    down economy  .
yes , they have taken away a few features with its creation (some will be missed more than others) , but in all is a smart move for sony  .
first it seems the slim is trying to go green with its energy efficiency compaired to the older models , and its cheaper price (compared to its first system for $700) , it has become much more affordable  .
the system is selling for $299 , which includes wifi , blue ray player (on average $120 inexpenive) , gaming console , internet browser , and media center  .
with the removal of its ability to install a linux os , plus removing the backwards compatability , it has made the system a bit more affordable , with lots of space to give everyone to play those upcoming titles that will be coming out soon i agree , some of the features it has removed , or never had would be a great addition to this energy saver , but if you are looking for something to game with , watch blue    ray movies , and have a media center to hold your music , pictures , and free online gameplay , this is the console for you  .
times are hard , people have to make sacrifices , and sony has definately made some hard desicions and sacraficed some of the great things people liked about the ps3 , but has come out with a great simple gaming system people can enjoy , and afford  .
(for the most part  .
updated  .
on nov 30 , 2009  .
one of the most lauded features of the fat playstation 3 is its high quality dvd upconversion how does the dvd up conversion on the ps3 slim compare  .
screw 360 , 2009 is the year of the ps3  .
i had all three systems until i gave up the wii in a divorce , but i have to say that i spend most of my time on the 360 and ps3  .
i really like the exclusives on both systems but when a games comes out that's on both of them i prefer the 360 version  .
this is mainly because the online system is still lacking so much on the ps3 , using the same exact high speed internet connection my experience is 100 times better on my 360 then the ps3  .
however i still love games like drake's uncharted and mgs4 , and i love the blu    ray movies so the ps3 is worth the money i've spent on it i'd like to point out the cnet really needs to spend some quality time reviewing products , or maybe they are getting a cut from sony for pitching their $24 vertical stand  .
i say this because right out of the box my slim ps3 stands vertically on it's own , it's not unstable or in danger of tipping over overall i'm really happy with this update to the ps3 , the fan is so quiet now  .
you can reproduce blu    ray disc , dvd , mp3s , play video games , manage photos/albums , connect to the internet , download videos , etc  .
all in the same device some people do not like playstation  .
s games option but to be honest i think there are a vast catalog of games available out there no mention excusive games such as little big planet as someone who not only for a video game console but also for a media center ps3 is the one to pick , and now , with this slimmer version no reason to look any other way when registering to the psn sadly there are a few countries in the list so you have to pick the more convenience and this in the future could give some issues when buying from psn store , this is the reason i didn  .
t give the 5 stars .
i like it  .
my first game console  .
i wish the gamepad had tilt control within games (like the wii)  .
i added a 10 foot (monoprice) usb cable for the so i could easily use the unit when the wireless control pad is being charge  .
the usb ports are powered down when the unit is off so you might need to charge your wireless controller (s) via a computer cannot play your itunes/media without 3rd party software on your mac or pc  .
(i found this out using google since it was not mentioned in the ps3's setup  .
the ps3 could not find any media servers being a newbie , i often was not sure when i should press the triangle or square keys in the different playstation xmb menus all in all a great game machine for little more than the current cost of a blueray player .
it is not the ps3  .
there is no such thing and there will not be  .
we are waiting for the ps4 that will be capable of playing the top of the line games in 2013 or so just like we waited it out for the ps3 to arrive  .
sony and microsoft both want to increase the shelf    life of their systems and this is one of the ways they are doing it .
i love the lower price and the smaller size and it plays my cds and dvd+ and    discs fine  .
i have sold my older ps3 for $200  .
the ps3 slim only costs me $100 + tax  .
thanks sony  .
overall looks like this is going to be a great system for the price  .
i think the price range is about where it should be  .
i am not a hard core gamer and even though i do own the ps3 80gb model and am very happy with it , it is very hard for me to come up with the $600 to buy it , let alone sell my wife on it  .
we do watch bd movies on it but i rent them from blockbuster because i believe they are too expensive to buy  .
the picture quality is better but to me not enough difference to justify the price  .
the other good thing with the ps3 is that it up converts the picture on regular dvd's  .
i really like the smaller size and weight , it will be a lot easier to take with you if you travel or want to take it to a friends house  .
i think the old system looks a lot better as far as color and logo but i can see that the finish on the ps3 slim wo not attract as many fingerprints  .
i do wish they would have stuck to the same logo though  .
maybe sony can offer some skins with different logos and colors  .
it would also be nice if they included a hdmi cable  .
i have picked up a rca 9ft hdmi cable for $10 so it would at least be nice if sony could lower their prices on theirs  .
i have been hearing about the bad customer service reputation that sony has but i have not had to use it personally  .
i have had my system for about a year and have had no problems with it  .
i also like the free playstation network  .
i have played against friends online and have had mo problems  .
i also download demos to try out games to see if i would like to buy them  .
i do wish that there where more titles of games to choose from but from what i hear developers are starting to catch on to programing for the cell processor and more titles are being added all of the time  .
sony should invest more money and resources to game development to try and get more exclusive games like infamous on the shelfs  .
that is an awesome game .
not owned by a huge , mega software company that makes me get permission every time i want to do something sony has been in the video and entertainment industry for a long time  .
i bought my ps1 in 1996 when sega went in the toilet  .
just gave it away last month  .
did not buy a ps2 , too busy chasing girls to spend time cooped up  .
bought my ps3 a year and 1/2 ago  .
no problems other than lack of sleep thanks oblivion , gta4 , cod4 .
this will rule xmas a href    .
http  //www  .
ps3slim120gb  .
) /a  .
off point but my son is on his third xbox , the other two crapped out and worse , dealing with microsoft customer service is like pushing a dead elephant uphill  .
you would think with the tens of thousands of returns they have that they would have that down  .
they do not  .
seriously , i cannot imagine why anyone would buy an xbox with their 54% failure rate yet they do .
this is great news if you do not have one already  .
unfortunately , i got one a while back  .
i remember reading all of those xbox 360 horror stories about the rrod and how it overheats and how it sounds like a leaf blowing space heater  .
so i waited for the falcon 360 to hit the market for some unknown reason , i have never seen anyone post a complaint about the early ps3's noisy space heating capabilities  .
when it is worse than the original 360 ever was  .
it needs to be housed in one of those meat cooler rooms that they used to keep the old skool refrigerator sized computers in , not in the small a/v component shelves under a flat panel tv i guess i am the only nonfanboy to buy one thusfar  .
updated  .
on aug 21 , 2009  .
if you want to play halo , then get a 360 , then get one again because its going to break down  .
if you want to play great modern games on a solid machine in hd    get the ps3 .
i bought a ps3 about three weeks ago and i love it  .
i am not normally a video game enthusiast (this is my first console) but when cnet spoke so highly of the blu    ray experience gotten from this system i decided to check it out  .
i is not disappointed  .
i don't know how sony is advertising this system (i don't have tv through cable or sattelite i watch all the programs i want online) but if they are not calling it a media center they are missing the boat  .
this thing is amazing  .
i immediately sent off for the netflix instant access disc (which they sent me in one day) and i have seen numerous movies and tv shows through this network  .
once or twice i have seen pixel breakdown while watching something from netflix but it always cleared up in a few seconds and is most likely my internet hookup and not the network  .
there is a reason netflix is driving blockbuster out of business  .
their network is extremely handy a few more titles available for instant download would be nice but i am sure they are working on this now for the blu    ray  .
the picture is great and the sound is glorious  .
i is watching a bd of the omen the other night and i couldn ; t help but think i is probably seeing and hearing the movie better than they did in 1976 in the theater  .
the only problems i have with the experience stem not from the ps3 but from the blu    ray format itself  .
but i wo not bore you with that here  .
suffice it to say , blu    ray's look and sound amazing and so do standard dvd's  .
that's right , standard dvd's look better when played on this system  .
i'm sure this soes not come as news to those of you familiar with the format and it's features but for those looking to buy a blu    ray player it will upscale your standard dvd's (although letterboxed) and keep you from having to run out to best buy and replace all of your discs i cannot , in good conscience , review it's abilities as a game system because i am not a true gamer  .
i have three games baseball , football , and hockey and when i get over how unbelievable graphics are now compared to those seen on my high school buddie's atari system then maybe i will be able to lend my two cents to it's video game abilities  .
i do love the baseball , however by the way , some people have complained about the heat this system produces  .
originally i had the console in my entertainment center and the heat is a bit startling  .
however , i have since moved it to the top shelf , so the system is out in the open and i have had no further heat difficulties and the built    in fan is almost silent  .
not the case with my friend's xbox .
while this is an improvement on the ps3 fat it still lags behind the 360 as a gaming console  .
the controller is simply too small for comfort after anything over an hour and no party chat  .
it would not be such a problem if the online had more features (party chat , better support and playerbase) it might be worth $500au until then the 360 is the better gaming console .
the ps3 is certainly the best console one can hope for given more robust components than its competitors  .
thats said , they all are trumped by a pc gaming rig yea a gaming pc will cost you more , but it's soooo much more immersive  .
argue if you must , but ps3 and xbox don't come with options  .
what you get is what you get , and if you're ok with that then by all means live it up  .
but if you want the most out of your games and the highest level of diversity and capability , buck up and enter the pc realm where the real magic is  .
if you have not been living in a cave i'm sure you've noticed consoles are becoming more and more like a gaming pc with every new generation  .
you realize every game made for a console is developed on a pc right  .
so i ask you   why not just skip ahead  .
stop letting them drip feed you a constant tease and go for the gusto , gaming pc  .
republic of gamers unite  .
i have both the ps3 slim 250gb and an xbox 360 elite  .
the system i play more often than not is the xbox 360  .
why  .
game selection , quality of games , and online play i like sports games , which are typically available on both systems  .
the majority of ea and even 2k titles are ported from the 360 to the ps3 and the quality is evident  .
ps3 games appear choppy , less refined , screen tear is prominent in many ported games , and overall the experience is poor  .
the xbox experience is just more natural , better , and refined i bought the ps3 for the bluray player and some of the exclusives ; metal gear solid 4 , gran turismo 5 , and eventually god of war  .
unfortunately , i have found that gran turismo 5 has been delayed over and over , and who knows when it will be released  .
god of war looks okay , but nothing jaw dropping , and now xbox is going to have metal gear solid  .
the one game i highly recommend for any sports fan that has a ps3 is mlb 09   the show ; fantastic game , hands down the other area of disappointment is online play as well as version updating  .
with online play , you truly get what you pay for  .
it is free , which is a plus , but i don  .
t know how many times i have been disconnected from the server during a game ; it  .
s like i am talking on at t with dropped calls only it  .
s dropped from the server  .
it is free so i don  .
t complain too much , but it is way behind the xbox 360 i also don  .
t know how many times i have thrown in a new game and come to find out i need to upgrade the system software which can take 20 minutes or i need to download a newer version of the game which can take as much time as well  .
once you finally get the game going , like a gta 4 or a mgs4 , you may be prompted to install a portion of the game on the system  .
the good thing about this is that the games play somewhat smooth , but the disadvantage is the time you waste waiting for the game to install and being frustrated when there are still load screens the one thing i do like about the ps3 is the bluray option  .
watching bluray movies is fantastic , and really does create a lot of value for the system along with integrated wifi  .
i also feel that there is a lot of potential for the system overall , i am pretty disappointed with the ps3  .
i bought the original ps3 40gb which had a recent bluray drive failure  .
rather than backup their product (they wanted to charge $150 for their replacement drive not including shipping costs) i figured i would try the slim version  .
the difference between the two is pretty negligible ; yes it is smaller but i don  .
t take the ps3 places with me like my psp , so it isn  .
t a big deal  .
i just hope that the drive will last longer than my old one .
not sure why all the xb360 haters out there  .
i have both and have to admit that the ps3 rocks when it comes to being used for movies and some gaming  .
but , the 360 , in my estimation , is a better gaming platform  .
the controller fits an adult's hands , while the ps3 is sized for infants  .
simple operations like turning off the unit is a major pia especially if you have a projector (dlp) tv that you have to turn back on in order to navigate the ps3 to turn it off  .
of course , i went with the ir extender so that is not longer an issue , but i had to shell out money for this feature  .
i am considering dropping the ps3 for the slim , as i still like to have it around , but again , it does not play as well as the 360 .
after 6 failed fatty systems it is great to just have one that works  .
price is not bad , but the replay of games due to limited online play capabilities still puts the xbox ahead of the ps3  .
even at $50 everyone is enjoying the numerous multiplayer games on the 360 so until playstation fixes it online play i will continue to buy more games for the 360 and watch movies on the ps3 .
ok , here it straight from someone whose been down all avenues  .
i purchased my first , that's right first xbox 360 on launch day  .
age at first failure  25 months , that's 2 years and 1 month  .
called microsoft , they promptly took my information sent me a box and repaired my console free of charge  .
age at second failure   14 months following initial repair  .
result    console age is now in excess of 3 yr warranty window so i bought a $199 arcade system which is manufactured on april of this year and slapped my harddrive on it and i'm back in business  .
bought my 60g (coveted backwards compatible model) ps3 in the june following the launch  .
age at first , that's right first failure    17 months  .
the system although through limited use due to lack of good games began to fail over a period of 3 days  .
cause    faulty optical drive , discs would intermittently stop spinning resulting in games freezing up and eventually not reading them at all  .
called sony and they promptly reminded me that their warranty coverage is only one year and that they were sorry to hear of my misfortune  .
misfortune  .
you got that right considering i shelled out $600 for this thing  .
