i purchased this in november 2009 and have enjoyed its usefulness for almost a year  .
i specifically bought this machine for pandora , which i adore , not for any of the other features so unless there is a quick fix this machine must go back  .
luckily i have a 90 day return where i bought it i bought the bd    p1590 not the bd    p1600 but these two machines are identical except the p1600 has the annoying front panel cover which the p1590 lacks so these comments should still apply  .
netflix and youtube work perfectly after the upgrade only pandora is affected .
i bought this from bestbuy  .
it worked well for 3 weeks and then it started freezing  .
called samsung but the tech guy said i have to reboot by pulling the plug off when it freezes  .
so , i went and exchanged it at bestbuy the second one is much better  .
i lasted a full 46 days before it stopped working  .
does not even load the disk now  .
it's beyond the exchange period  .
so , i'm hoping samsung will honor its warranty without making me spend too much money in shipping the product to them , etc good player when it works  .
$300 for a player that breaks in few weeks is outrageous  .
not something i expected from samsung  .
very disappointed .
i purchased a samsung bd    p1600 2 months ago  .
it would not play australia , quantum of soice , or slumdog millionaire movies in blu    ray format  .
it did play some older blu    ray titles i borrowed from friends i spoke to samsung immediately about this problem  .
they told me to check their website for a firmware update  .
it's been 3 months and no updates it is amazing to me to find a newly designed blu    ray player that does not support the industry's formats .
sorry i replaced my yamaha dvd with this piece of junk  .
now buying yamaha blu    ray .
besides the fact that i found on    line that many people had the same issue , the support is near unbelievable  .
i started with the website to get a firmware download and kept getting a blank web page  .
got online and did the chat thing and is told to do a reset (even after explaining that i had tried that a few times)  .
i asked about the download and is told i is going to get a link  .
waited awhile and then is told to get online and fill out a repair request because it is an internal component issue i took his link went on    line , entered the data and then the website indicated i had hardware warranty until 12    2010 but my labor expired 3    2010 and because labor is not covered i had to call  .
called and the lady told me after checking my serial number that my warranty had expired  .
i explained that she must be going off the manufacture date and not my purchase date of 12    15    2010 (per my dell invoice)  .
i also told her i is looking at my website online submission that had the manufacture date she must be going by  .
she kept telling me , sorry but your warranty has expired  .
i then vented a bit and asked if that meant if a box sits at best buy for 12 months that i have no warranty coverage if i buy it  .
after being on hold at least for 10 minutes she came back and told me that i would have to supply a bos (bill of sale) and fax that information and that in two business days i would be contacted and given more information  .
i then asked what the labor cost would be exact words were , obviously this is a problem all over for this unit from my google hits , so just tell me what your charging for labor  .
sorry sir , you will have to get that from the person who will contact you  .
i is going to leave it at that but my wife took the phone and asked for a supervisor  .
after being on hold 15 more minutes she spoke to someone who said they would supply a shipping label so we would not be charged for that on top of labor and that the fee is a flat $50 , so yes , they did know what the cost would be i'm typing this because i promised them and myself that i is going to post a review and comments on every samsung/bluray website i can find over the next few days do not , i repeat , do not buy one of these since it will eventually crap out and then you'll have to deal with support  .
i shot a good hour total and i still have to fax my dell invoice , wait 2 days for the call , wait for the shipping label and then wait for them to receive , fix and ship it back for $50  .
all for a unit only 9 months old with very little use  .
if i had not swung for the $70 proprietary wireless usb adapter i'd have thrown the thing in the garbage , cursed for awhile , vowed never to purchase anything samsung again and just chalked it up as another life learning experience  .
learn from me and avoid the samsung .
read the other 20 posts about the same problem  .
i wouldn't chance another one if it is $50  .
very dissappointed samsung did not recall these when it seems over 1/2 fail .
samsung obviously has serious software issues with this player , when i bought it i read poor reviews about it not working after the firmware update    but figured surely they had it figured out 6 months later  .
wrong  .
when i tried to install the may 2010 it froze never to work again  .
blue ray players that don't work are useless  .
and i did not intend to buy a 6 month player  .
they need to at least fess up to this issue and offer some rememdy to all users .
out of any electronic purchase i have ever made in my life i have never been more dissatisfied that with this one  .
from the moment i took it out of the box , i is experiencing problems  .
the display freezes , the audio is out of sync , the picture freezes , it does not play 6 out of 10 discs , the firmware never updates properly  .
i have never wasted so much time resetting , researching , and trying to correct a problem with a piece of technology in my life  .
i feel like submitting a bill to samsung for my time  .
i own a tv from samsung and could not be happier ; i went on pure reputation for the blu ray player , so much for that theory  .
then i went to schedule a repair request , but to my luck , they only have a 3 month labor warranty  .
a complete and utter failure in every way  .
samsung , you have tarnished your image with me for life  .
you just lost a customer .
for the first 3 months , it played most of blu    ray discs (rejected only 1 or 2 , i assumed that is due to problems on the discs)  .
now , it cannot play any blu    ray disc and even reject some dvds  .
those blu    ray work fine on my other player total disappoinement  .
didn't bother to call their customer support  .
i do not want to pay $85 for this junk will not buy any other samsung products again .
wont power on correctly , if it continues to say load , then you have to power it off/on until it loads correctly and says no disc  .
this is a known issue , but you are required to pay to have it fixed after 90 days  .
just got off the phone , and they said i would have to pay to have it fixed (4 months old) , even though it's a known issue with these players .
worked great for about a dozen times , then broke one month after the useless 1 year parts only warranty  .
save your money and purchase from a company with integrity .
my wife paid more for this device at blockbuster than if she'd gone to walmart and bought another blueray device  .
samsung should have insisted that blockbuster only only sell the 3600 model or carry the usb device  .
very unhappy about having to order the device from another source  .
do not buy this from any video store if you want to use the network service .
i love gadgets and this is no exception  .
i researched this particular blu    ray player and because good reviews and low price i picked one up from best buy  .
the first one would not even play a disc  .
(not even a cd)  .
so i just figured it is that particular one  .
got a replacement and used it a couple of ties  .
a month later is when all the problems above started happening  .
the part that bugs me its its intermitent , but the one constant seems to be wth disney movies  .
i have a samsung tv (which had issues too) and the bose v10  .
i would rate this far below abysmal if cnet would let me .
sent it to the factory twice and it worked ok once when returned and then it reverted to the same old problems  .
warrenty has expired  .
now  .
i would strongly advise anyone to avoid this machine  .
i curse the samsung bd  91600 check the amazon reviews ; there are 100's who had the same problems as i .
it hangs up on every cd  .
wont play a cd all the way thru  .
i never got the chance to hook it up to the internet  .
never upgraded the firmware like others said caused the problem  .
i is just over my warranty period so samsung won't touch it  .
i now have a $150 junk brick  .
samsung has basically aknowledeged the load error issue  .
if you select it on their site under troubleshooting , they do not give you any other option than it needs service  .
check all over the internet and cnets discussions  .
you will see how many people were screwed over the past year  .
samsung has no fix  .
i am back to using my 8 year old sony dvd player which still works perfect after being used 100's of times  .
read up before you buy  .
i will never buy from samsung again because they obviously just do not care that they are selling junk .
it is on sale at bestbuy for $129  .
there is a reason it is that cheap  .
i have never had a bad samsung product until now  .
other reviews were accurate about lousy performance  .
if you pause a movie to long the player returns to the home screen not the main disk menu  .
when you hit play again it starts over with the trailers  .
it does not seem to remember where you were last watching  .
over all it is just a piece of junk  .
i would recommend spending more money on a better player  .
i am going to try a sony .
stay away from this and all other samsung products  .
if you buy one and ever need service then you will be wasting a lot of time on the phone and get no where  .
buy sony and get a good product .
tried to connect wirelessly , no joy  .
tried connecting wired , no joy  .
tried connecting with a static ip , no joy  .
interface lacks any tools to assist in diagnosing the problem  .
i am a network engineer so i do have a clue router never sees the device in either wired or wireless mode .
if a company only gives you 3 months worth of a warranty , that should tell you something  .
to charge 85 bux for labor should tell you more  .
never buying samsung ever again .
within a few weeks of purchasing this product , we downloaded the firmware and it made our $200 machine completely freeze  .
we sent our player into samsung to have fixed under the warranty , that is 2 months ago we still haven't received it back  .
i would think that after spending such good money on a product that first of all , it would work longer than a couple of weeks , and second that the service department of samsung would quickly rectify the problem and send it back to the consumer  .
please do not buy anything samsung  .
we need to support companies in our society that care about the consumer  .
when you hook it up via wireless the unit will find that is has a new firmware update and like most technology you update it  .
so i did and than the thing indicated it could not read the disk  .
i called samsung canada and they said since i up dated the firmware without a service person telling me to , that voided my warranty  .
i discuss with his manager and he said the same thing i asked to talk to his manager and he said he did not have one , i said everyone is service has a manager  .
so be warned about buying any samsung products  .
if you follow the on screen upgrades you are on your own  .
even page 55 states to update the the product on occasion , i have worked in technology for 25 years and never have i heard of such a policy  .
i will never buy a samsung product again .
i would not recommend this product to anyone  .
i regret buying it and wish i looked into other players not made by samsung .
the first bd    p1600 we had installed in our new home theater is doa , with massive pixelation artifact on all menus and playback  .
our installer is nice enough to take the unit and install a new one  .
our second ran fine for a week but is unusable after the 2  .
05 firmware upgrade  .
tech support is unhelpful and evasive  .
they are clearly instructed to cya .
poor customer service response  .
samsung refuses to acknowledge selling a defective product  .
product broke less than two months after purchase  .
heats up quickly , fire hazard  .
tech said had defective mother board  .
but customer service said the replacement part is free but that they would charge me $90 for labor and $20 for shipping which is more than half of the price i paid for the unit  .
definitely not a good deal .
i is a big fan of samsung products , but after this experiance , i think ill look elsewhere  .
i bought 3 units for christmas gifts  .
1 for myself and 2 others to give away  .
all 3 units had problems  .
samsung is going to charge us 150  .
00 just to look at it  .
i bought these @ circuit city  .
you know , the one that went belly up  .
so i couldnt take them back .
do yourself a favor and buy from another , more reliable manufacturer  .
i've never had problems with sony or panasonic products  .
in this case , i will not be repairing my samsung player because it will cost almost as much to fix as to buy a decent panasonic blu    ray player .
when it does work it takes forever to load  .
then three months and 2 days after minimal use i get a cannot read disk on all blu ray disks  .
took it back in and is informed it would cost a minimum of $80 to fix a $200 player  .
do not think so  .
i expected much better from samsung  .
tv's are great but if this is an example of the quality of blu ray players they are putting out , i will stay away .
bought the bdp    3600 no problems works the way i expected .
i'm not sure if i like the flip down front pannel it not so nicelook .
IT DOES WHAT'S ADVERTISED, BD LIVE, BLOCKBUSTER, NETFLIX, PANDORA AND YOU TUBE WORK WELL. GREAT PICTURE AND SOUND. THIS IS MY FIRST BLU-RAY PLAYER SO I DON'T HAVE ANYTHING TO COMPARE IT TO.; WIRELESS ADAPTER SOLD SEPARATELY ( AND YOU WILL NEED IT TO GET YOUR MONEY'S WORTH ) IT WAS $70 AT BEST BUY. REQUIRES A USB MEMORY DRIVE AS STORAGE. THAT HAS TO PLUG IN ON THE FRONT , WHICH PREVENTS THE FRONT FLAP FROM CLOSING , WHICH LOOKS TACKY.
Netflix/Pandora streaming, 1080p output is crisp; WiFi not included (extra-cost not-yet-released dongle),BD-Live support requires 1GB memory not included (extra cost USB flash drive)
It played about 10 blu ray disks over a 3 month period?; Failed after 3 months.
Pandora, netflix, youtube; Works once then done.....sold 150 units and now i owe 150 appologies.....run away
Netflix streaming; Lots problems after 3 months. Can't play any Blu-Ray even some DVDs. Firmware updates didn't do any good.
Feature set and price; Electronics will not hold up.
Netflix, Pandora, Decent Blu-Ray; Front panel seemed cool at first, color coding for features not very efficient.
Netflix is very cool..; Annoying audio pop every 2 seconds in stop mode with disc inserted.
What pros, The unit only worked 1 time.; I wouldnt buy a samsung. Ill go elsewhere.
Lots of features. Blu-ray, pandora, netflix...; Wireless not included. Wireless card from Samsung only (read further for cheap workaround). False advertising
Streaming audio and video, easy setup, good picture, plenty of connections; Proprietary wireless dongle
nothing....; firmware updates do not come in fast enough, sony doesn't have this problem (see chat below with samsung rep)
Fast disk load time. Streaming via Netflix, Pandora (and now Blockbuster and YouTube). Sleek design.; No weaknesses noted thus far.
Good blu ray picture.; Will not play regular DVD disc. It skipped, and finally won't play anymore.
NETFLIX IN HD!, PANDORA free radio, Great HD sound, Great HD picture.; I'm not sure if I like the flip down front pannel....?
Streaming Netflix, fast load; Unit failed in 3 weeks. Had to be shipped back to Samsung. Waited four weeks for return.
Worked great when it was working; only lasted one month after the 1 year parts only warranty
it's black. worked for the first month; Cheaply made. Samsung warranty service is pathetic. slow load times
Its a BluRay player; Network sucks and interface lacks tools to properly diagnose problems
Netflix and Pandora support. Nice picture while it lasted; Abysmal reliability, dangerously buggy firmware upgrades
Fast operational speed and slick interface.; Major audio lag. Firmware update process could kill the player if done over network.
Great inexpensive Blue Ray player; could cost you an extra $75 to view Pandora, Netflix, Blockbuster and YouTube.
The unit does a lot for the price paid, good value for the dollar.; The confusion in getting connecting could be made simple. For people like me
Lots of features, streaming netflix, wireless connection.; Have to buy separate dongle for wireless and flash drive, no PC streaming.
Has pandora internet radio and netflix; Defective mother board causing the unit to heat rapidly and pose a fire hazard.
Looks good. That's it.; Loud, slow to load. Runs hot even in open well ventilated cabinet. Only played 2 blue rays and one DVD before major malfunction. Froze up, wouldn't respond to remote or panel controls. Firmware update didn't fix.
The product is very good when it works. Netflix feature is very good.; Works only for a few weeks.
Easy to set up, works awesomely with a Samsung HDTV.; The wirelss linkstick does not come with it. It's a separate purchase of $80.
Nice picture. Small footprint; Local Area Network Connection would not work - period. Spent far too many hours trying to reconfigure settings, networks, tests, etc. No excuse for this kind of network connection performance in todays world.
Not a bad price, I do not like the long front door.; BE WARNED ABOUT BUYING ANY SAMSUNG PRODUCTS. Upgrading the firmware without a service person telling you to, will voided the warranty.
nothing good; Unit failed in 1 day during playing my 1 bluray movie and if you call Sansumg they will repair this lemon...........no change for a brand new one.No Way,!!!
Picture quality is great, good looks, Youtube support is neat.; Has pausing issues with some new BluRay movies (UP, Star Trek, Harry Potter), while old ones work fine. Samsung put out firmware updates to correct issues with specific movies but introduces more problems as well.
Small Footprint, easy setup, no problems like others have had; Wishes there were 2 USB Ports in the rear, instead of 1 in front and 1 in back.
Picture quality, both Blu-ray and up-conversion (exceptionally good), menu and screen layout, easy internet hookup, access to Netflix, Pandora, and YouTube, automatic firmware upgrade, clean design.; Slow Blu-ray load (seems characteristic of all Blu-ray players)
Netflix, Pandora; Everything.. There are known issues with this product, but Samsung wants you to ship it back, with a minimum repair cost of $85.
Worked fine until Samsung killed its own machine with it's crappy code.; When I tried to install the May 2010 firmware upgrade it froze never to work again.
Plays blue ray and DVDs well; Some DVD/CD formats aren't supported. Wireless isn't sujpport out of the box. Wireless part NOT available from seller (Blockbuster). Apple TV is is the standard for what the network portion should be.
Sharp crisp welcome screen. Ability to stream Netflix, and Pandora Internet Radio! Awesome Picture quality, Sound. Faster start time of movies than Sony, Silent running.; Unable to connect to the internet wirelessly without BUYING ADAPTER!
The Netflix streaming video is the main reason I purchased this player.; I can't get it to work!
netflix, dvd's play well, including old dvd + and dvd- personal movies; front door is unnecessary, usb connection can connect to hard drive, but will not play .avi and other movie formats. netflix interface not as refined as insignia (does not allow adding instant titles)
Fine image quality ? when the player was working.; When I tried updating the firmware, the player froze and now will not work at all. And the machine has been slow and balky ever since I bought it.
small, lightweight, easy to use, netflix capable, excellent picture, great features like Netflix and Youtube, plus our's was free! Woohoo!; There is nothing I don't like about it.
Nice picture when it works.; I used about 3 or 4 times over a 3month period. Sometimes it worked then I would get Load errors. Unplugged it and then it would work. Now it only gets load errors. Nothing works but power. Google search on BD-P1600 Issues BEFORE BUYING! BRICK!!!
Fantastic picture and easy use; 1. The labor warranty runs out in just 90p days. Ours broke at 95 days. the minimum cost for repair is 85.00. taking the total cost over 300.00 in the first year.
Standard DVD's definately better and BluRay disks are perfect. Loads / Reads / Resumes / ejects promptly as expected; Haven't been able to connect wireless yet in order to view added features. Additional cost to do so is disappointing but not a deal breaker.
Looks good when it's working; Netflix sometimes plays with sound and no picture--reboot and it works (sometimes); doesn't appear to load recent Warner Brothers BR disks (Sherlock Holmes, Invictus) but plays ads at start up--no skipping ahead enabled. (Your time is free!)
Good video when it worked, although sound lagged some times; I went through two of these in two months. The second time it made it just past the 1 month return warrenty. Now it's a paper weight. Very dissapointed with Samsung.
When it worked I really enjoyed the Netfilx feature.; Firmware made machine completely die. We sent the machine into samsung to be fixed under warranty, that was 2 months ago and we are still waiting.
Bundled Netflix, Pandora, and with Firmware update, Youtube and Blockbuster streaming. Reasonable price, quick load times, and continuous firmware updates.; Firmware updates not always easy to perform. Firmware 2.3 made the Wi-Fi almost inoperable.
having access to pandora and netflix is great, but the load times are slow and now thing wont load or open the disc tray. After 6 months of ownership the player has never completely satisfied me.; slow load times, multiple errors.
When it works, it works well. Great audio and picture. The Wireless adapter, while a bit on the expensive side, works very well.; It's a little slow at loading and starting Blu-Ray DVD's. Several titles simply produce a message "This disc connot be played". Risky firmware upgrades.
netflix instant streaming; player decides not to respond to it's remote or the universal remote when it feels overused; don't do the firmware update, it takes forever to download and caused nothing but issues afterwards.
Good attempt at an all in one unit.; BEWARE! IT DOES NOT PLAY BLU-RAY DISCS. I bought this player 4 months ago. We loved it. Then we found the issues streaming netflix. Samsung issued a firmware upgrade that helped. About 3 weeks ago it simply stopped playing blu-ray discs.
I like the bluray player itself. Telephone support is awesome at level one and level two.; internet connectivity is quirky at best. You can get a connection, good luck keeping the connection. After several reboots, master reboots and having my network checked out I took it back.
The picture quality is good. Fast loading time.; Failed twice in 3 months. First the picture then the sound. Looks and feels cheap for a product that costs this much (300 EUR).
Good Picture as expected on all Blue Ray Players.; False Advertising! The Box says Wireless and Netflix Instant Streaming Ready ... It isn't! You find out only after opening the box that an $80 USB LAN Adapter is required and only the Samsung product will work.
- Great Picture, which is equal to P3600. - Netflix &#38; Pandora Streaming. - Supports major HD audio formats. - Fast Load Times. -; - No integrated memory for BD-Live (Profile 2.0). - No WiFi dongle. - DVD playback not as good as my Panasonic DMP30. - Minor audio hick-ups while watching DVD's and listening to audio via HDMI through TV
Cheap Price for a blu-ray. Other than that none; Freezes. Doesnt play properly. No audio half the time. Long and Loud boot time. non compatable with Bose remote.Firm ware update screen always shows, regarless of Firmware version. Does not like Disney Blu-ray.
Played UP movie - picture and sound (optical connection to 5.1 Yamaha Rcvr) are great.; CNET review shows DVD+R supported. Not so. I need DVD+R for slide shows. Based on CNET review, I bought BD-P1600. Manual says DVD+R is not supported and phone call to Samsung confirmed that they do not support DVD+R. Returning unit this afternoon.
Ease of set up, good quality of picture, Netflix and Pandora streaming, price.; Front panel stays open after eject of disk. Could of done with out the front panel. A little noisy while waiting for disk to load.
The streaming capabilities of this player are awesome! When it streams an HD movie or show from Netflix, it's crystal clear. Pandora is neat too. The Blu-Ray picture is AMAZING.; Not the Best Standard DVD up-converting. It's not horrible though, either. The YouTube functionality is neat, but typing in what you want via the text messaging format is tiring.
netflix and pandora were great while the thing worked.; when it breaks down, Samsung makes it impossible for you to get it fixed. Ate my netflix dvd, took 3 weeks to get a shipping label, had to box it myself, and charged me $85 for labor BEFORE even touching it to fix it. AWFUL CS. 5 weeks w/o it.
Low Price.; Box says "wireless ready" plus the Netflix and Blockbuster logos on the box. Seems like you would have a plug and play machine...like all the laptops, iphones, etc... No, you will need to shell out another $70+ for a Samsung linkstick.
The picture quality is very good.. Nice being able to stream Netflix, Pandora, etc.; Too many problems ALWAYS encountered when trying to play either DVD's or Blu-Ray discs. Unresponsive controls and the firmware update process actually made the unit unusable.
Netflix, Pandora, YouTube.; small button remote, poor ergonomics. Never downloaded the firmware per the message board warnings here. Every BR DVD and regular DVD has worked, including the Imovie DVD+R's. This is a con simply because I had to be aware of it.
The picture quality of this unit was great, and super easy to set up.; The unit broke down and stopped playing BD after 2 weeks. It would begin playing movies, and about 30 minutes into the movie, would start skipping and eventually stop playing. Happened with 3 different Blu ray movies.
PQ - Netflix and Pandoroa streaming - DolbyHD and DTS-MA HD - Load speed; Wi-Fi dongle not avaialable yet but can pre-order on Amazon for $35 - ETA of April 17th. Wish that both USB ports were on the back - to use the front USB port means that the flip down panel can't be closed.
Very fast loading of DVD's and Blu-ray's, great menu's, excellent netflix and pandora as well as firmware updates are way simple; must be wired or connected to a network device unless you buy the samsung wi-fi dongle. I just used my airport express.
Great player does its job. Does netflix, pandora, and blockbuster stuff. Simple and easy to use which is great because I don't care about electronic equipment.; The only problem I had was the length of the power cord. IT IS SHORT! Roughly about 2 ft.
Lots of features make this product worthwhile.; Tech support cannot answer the simple question can this player play DVD+R's or not. The owners manual says no, the specification pdf on Samsungs website says yes. Pulling it out and trying it on a couple of discs is not an answer.
Disagree with the reviewer's view that front panel is a design flaw. The front panel is very appealing for those that rate aesthetics in the home. Looks great in my loungeroom and using the unit with a front panel is no hassle at all.; Haven't found any yet. I'm still smiling everytime I look at it. :)
Great picture whjen it occassionally worked; Have yet to play a blu-ray disk without having some dificulty like getting a "snow" picture with no sound. when you stop a movie, the machine can't remember where it was and I'd have to start all over from the beginning. Sometimes the sound stops
This is my third Bluray player. It's byfar the best one I've owned. Extremely easy to setup. Worked perfectly right out of the box. The firmware update went extremely easy and fast. The Bluray picture is outstanding. DVD up-converting is also.; The remote seems a little touchy. Some of the buttons are a little small. But this is just "small insignificant stuff"
Pandora, Netflix and You Tube Great sound and picture when it plays.; Samsung customer service wanted $85.00 plus shipping for service no way. Returned to store exchanged for a brand new model. (Bernies in Ct) No use for a 1 year warranty if parts and labor are only covered for 90 days.
Hooked up to my lan as soon as I started up. A lot faster Blu-ray start up than my lap-top drive. Netflix works flawlessly. Pandora in interesting but I have all the music I need through Comcast, Would rather see Amazon on Demand; The Wi-Fi USB dongle is $82 dollars. That's almost a third of the price of the player. The flip down front access panel is a real throw back.
price was attractive; Wireless conifg failed out of the box. I connected it wired network and upgraded the firmware. After another firmware update (assume it is for the wireless USB), I was able to get wireless to work - until I turned it off. Each time I have to rcnfig
You can stream Netflix, Pandora, Blockbuster and YouTube. Excellent 1080p output and super fast video loading. The menu is simple and the initial setup is very easy. The Samsung has a beautiful design and an elegant flip down front panel.; This units comes WiFi Ready versus having WiFi already built in like the Samsung BD-P3600. So be prepared to run Ethernet cable or buy Samsung's WiFi adapter.
Up scales dvd's, updates your netflix queue instantly (also if you subscribe to series on starz it will in netflix), Fast lading times, easy networking, true 1080 (blu ray) 720 p upscale for dvd.; Main reason i bought it was the networking capability. Disappointed that samsung did not include built in wi fi / mention that this was not included . I therefore have a 50 foot cable running under my carpet to the one in my bedroom (i have two).
Small size, easy to set up. I appreciated that the manual presented how to set up the many options for connections, home theatre, wireless IP network. Liked Netflix and Pandora services tie-in.; While it worked: I found the main function (play, stop, rewind, etc.) buttons on the remote to be small and not well laid out. Slow disk load time, which didn't match the test review at all.
Blu Ray picture and sound is spectacular, very happy I made this purchase. I bought the Philips and was unhappy and took it back. Chose this for the added Netflix feature. Works Great and Pandora is crystal clear.; I moved my router downstairs so I could hook it up the the internet via ethernet. So fas so good, but wish it wasn't another $80 for a wifi adapter. Flip tray can be annoying but doesn't hinder anything.
It was great to have Netflix and Pandora while it lasted.; The first player only lasted two days. The second player lasted a while longer... until about 2 days after I allowed the firmware update over the network.
Good picture.; Bought the player brand new at Best Buy for Christmas. I did not try the USB port until today (April 2) The USB port does not work. It is defective. The player is out of the 3 month warranty and I have to pay 130.00 for labor. No more Samsung.
Nothing. I found nothing good about this player; Gets hung up all the time on CD's. It hasn't played one CD yet with out having a problem. I'm going to throw it away and by a different brand. I have had such a problem with this player that I will never buy another Samsung product again!!
I loved this and it worked perfectly (I used ethernet cable for connection) BEFORE 9/4/09 firmware upgrade which added YouTube streaming Upgrade destroys Pandora which now freezes &#38; crashes entire machine after a few minutes of Pandora play.; I upgraded firmware 9/4/09 which added YouTube access, Unfortunately, Pandora now freezes and crashes the entire machine after about 5 minutes of play. Samsung support says that this is a "known issue" and will be corrected in next upgrade.
Started off nice with price point good for the additional features of Netflix streaming, even added their 70 dollar wireless unit after we were happy with the performance; 9 months into ownership it locked on startup. Can't reset, can't load or update firmware, nothing. Getting agreement that I still had hardware warranty coverage took 30 minutes of phone time and I still have to fax, wait for call, ship and pay $50.
Very nice design. Load times are great! Menu user interface is good and easy to navigate. BlueRay movies look amazing!; Well, the only con right now is that when we put in a DVD the audio and video don't match up - very annoying; however, we have a DVD player, so, as long as it continues to play BlueRay fine - I won't complain.
I personally like the slick design, comes with YouTube, Wireless Adapter and Netflix and TiVO compatible.; Machine is buggy, reaction time from pressing a button on the remote to the machine performing that request is super slow, when FF-warding, it will suddenly slow down and picture will stop, unit shuts down automatically only some of the time.
It worked (and I say that sarcastically) for ony 8 months. Netflix was a huge bonus and never had problems with that.; Product never completely worked and forget the wireless dongle it was always to expensive to be worth it. Product only worked 8 months then completely went dead. As long as I had it, it always would lag or lock up and you would have to unplug it.
Plays Blue Ray and Netflix without issue; Can not play DVD's at all. When I asked for service I was told that parts were covered by the warranty but I would have to pay $50 for labor. I have had this player less than a year and it has never played DVD's.
I like the access to Netflix, Pandora, blockbuster and YouTube The remote is very easy to use and the functions are clearly marked.; I have had my player repaired once and sent back twice... the 2nd time the repair facility said they could not fix it and i then was approved for a new replacement box. it took 5 weeks to determine that it was unfixable and get the new one back
I like the features especially LAN plugin. Make Netflix and Pandora easy and high quality. Setup was not difficult, and the system updates its software automatically when you send it to the internet for Netflix, Blockbuster, Pandora or You Tube.; The systems most current software is not current enough to play some of the newer BR DVDs. We sit through the previews of shows we don't want to see, and then are disappointed that the player won't play the actual movie.
