simple , record what i want to watch it when i want to watch it  .
be fine if you like to surf/search/set timers/move things around    save your sanity and get something else .

once again dish terrible network has refused to replace or refund me for my equipment i sent to them in error  .

despite my filing a better busines bureau complaint , they simply offer an apology for inconvenience  .

they took my personal property and destroyed it without any notification to me , in any form , by any route  .

i mistakenly sent my dvd recorder with a hard drive to them  .

it looked similar to the dish receiver i is returning to them and i just packed the wrong one  .

they were both out of my media tower , which i is rearranging after switching to directv  .

they continue and adamantly refuse to compensate me or replace my dvd recorder with hard drive  .

they show a total disregard for other's personal property , yet would charge me without hesitation for keeping and destroying their property .

i recently switched from cable with tivo series 2 dvr's to dish network and their 722 dvr after having used the 722 for 5 months it is clear this box is no where near tivo first at night this box needs to power down to update  .

thats ok you can adjust the time , what i cannot stand is the box stays off till you wake it back up  .

i see no reason for this you cannot be updateing the box's os everynight to need this  .

second even though you can connect 2 tv's only one outputs in hd  .

if you have more then one hd tv too bad oh and try to get a second hd receiver  .

dish doesn't believe anyone needs more then on hd tv the main items i find that does not make this better then tivo    .

cannot send video to or from the box (tivotogo    tivocomeback)  .

no networking  .

nightly update power down (at least turn the box back on after any updates  .

on screen guide frequently has wrong information  .

another item i cannot get use to coming from cable is the lack of a digital display with time and channel number .

