the product is great for everyday and vacation photography  .
had the d200 two weeks now , sold the d2x expecting this to be a fair substitute , unconvinced , the photos are soft and the buttons on the back of the d2x were a major plus , love the size of the menu , major improvement on the d70 i used to own  .

not getting close to the battery life of the d70 or the d2x , works much better with external flash indoors , overall am sure i will get to love it when the d2x fade from my memory  .

more camera than 99  .

9% of people will ever be able to use  .

huge amount of control  .

the camera and the 18    200mm lens are a perfect match  .

cannot wait for the wifi conrols to become available .

review of aimee baldridge is very poor , with no useful information at all i have d200 for a week now , with 18    200 vr lens  .

the result from my shot trip is excellent  .

i have used f90 for more than 10 years and still not bought dslr because d1 is too expensive , while d70 is not good enough  .

this d200 perfectly meets my expectation  .

10mp is the optimum resolution for dslr  .

more than this , it may not so useful and to expensive  .

body quality should be comparable to f100 the new af    s dx vr zoom    nikkor 18    200mm f/3  .

5    5  .

6g if    ed lens can take shots 4 stops slower , which is the best in class now  .

so , i can shoot tele at very low light , very useful .

i have just spent seven days in toronto and in niagara    on    the    lake shooting with the nikon d200  .

overall , i am very impressed  .

this camera has improved on a number of areas including the resolution and camera startup  .

finally , nikon has done what canon has done with the 20d    they allow the user to pair the nef with either jpeg basic , normal , or fine  .

while some reviewers have favorably commented on the location of the three kings (wb , iso , quality) , i is not so impressed  .

i wished that nikon had placed they on the back under the screen       same position as on the nikon d2h  .

this is a very good camera       it is competitively priced ; it is fast ; it is accurate  .

i am glad that i bought it ; i have the pictures to prove it .

i did not want to buy a sub    $1000 dslr  .

i cannot afford the camera i really want at $5000  .

but now i think nikon has nailed it on the head with this blend  .

i predict this camera will hit 9 out of 10 on the cnet scale .

who in the world is aimee baldridge's  .

she truly do not know much about this camera to give a review as she did  .

i would have jus said nothing before i gave that type of review but that'sust me  .

stantheman .

i am sick of morons who rate a product that is not available to them  .

trace this guy comments and he says the same thing about every product he doesn't own and cannot afford  .

he would not have a clue as how to use it let alone afford it  .

it will be released in december  .

i can buy a good film based slr for under $300  .

it seems to me that a digital version should not cost more than $500  .

$1700 is a rip    off  .

if everyone would refuse to pay these rip    off prices the cost would fall in a hurry .

i am amazed that no mention is made of this widely known banding problem .

i recently upgraded to the d200 from the d70 which i had owned for years and took thousands of photos , both in studio and in the field  .

i expected the d200 to be at least as good if not better  .

so far , after about 300 test shots , the d70 takes a better picture , costs so much less and i sure do miss that camera  .

i plan to sell the d200 at a loss and re    purchase a d70 or d70s  .

i've been shooting photos for over 30 years now and have had photos published and often get paid for my work  .

i just cannot get the quality i expected from the d200 but loved what i is getting from my d70 , maybe my d200 is defective and i may check into that but i do not thinks its defect but rather a flaw in the design  .

my humble opinion .

i can only say that i spend $2k for 2 weeks of fun  .

it is good while the camera works but now it is just a dead weight  .

you know there are only two servicing center in the entire usa  .

i hope those of you about to purchase this product consider buy an extended warranty  .

because at the rate of problem that i am going through i do not thing it will outlast the manufacture warranty  .

better luck for than me .

