sony dcr    dvd403    .

excellent low light performance  .
have not had a chance yet to upload to computer and edit/reproduce dvds  .

i've only hooked up the camcorder to a tv or played the disc directly on a dvd player  .

sometimes has trouble focusing in lower lighting conditions .

i recently purchased this camera at best buy  .

when i is using it i wasnt aware that you can only get 20 minutes of video  .

i use 20 minutes just warming up  .

when i switch to long play it gave me 60 minutes but the video is horrible  .

i had to take it back  .

why could they have given us a mpeg 4 mode so we can shout 4 hours onto a dvd  .

20 minutes for $12 each dvd is a not a wise investment  .

steve  .

when i first bought this camcorder i is extremely pleased with it in all areas  .

absolutely beautiful video quality on highest quality  .

great stillshots  .

easy to use  .

the convenience of playing the disks in a commercial dvd player without having to use dvd authoring software to render it to dvd format is great  .

then , 5 months after i bought , it broke down and they charged me $149 to have it repaired  .

(only a 3    month warrantee  .

that stinks  .

) it worked for awhile after the repair , now the shutter will only open part way and it's useless  .

i have read that this has happened to other dvde403 owners , as well , so it appears to be a major flaw  .

though the price has dropped significantly since i bought it , it cost me $850  .

there's no excuse for having to sink another $300 for repairs into it within such a short time of buying it  .

the warranty stinks  .

unfortunately , it's highly unlikely that i will buy another sony camcorder , which is really too bad because my previous sony 8mm lasted 10    15 years  .

that's why i went with sony again  .

no more .

ok it's a quality camera but the disconcerting part is that the editing software is not available from sony and they are tight    lipped about recommending one  .

not the camera that the average individual would want to buy  .

you dont find this out until you have purchased the camera and want to convert the videos  .

sony should be ashamed  .

camera is good , everything else is flawed .

i used to have lot faith in sony products but this dcr    dvd403 changed my opinion  .

i bought this about 2 years ago , might have used about 20 times so far  .

the shutter does not open anymore and sony is charging $307 flat fee to fix it .

i have to start by saying that i had the dcr    dvd103 and had no problems with the dvd burner  .

i read the reviews about the improved quatlity of the dcr    dvd403 so i up graded  .

the picture quality is great  .

i found that the dcr    dvd103 would sometimes give me bad video  .

the dcr    dvd403 gives me much better video even in bad light situations  .

furthermore i love that fact that we can take pictures and videos and record them on the same medium so why the 4 rating  .

i would give this camcorder a 9 out of 10 if i could get the dvds to play in my dvd player  .

out of three discs dvd    r i could only read one in my new laptop and none in my entertainment center dvd player  .

all disc created with the dcr    dvd103 were readable everywhere  .

i have tried different brands hoping this would do it , but that did not work  .

has anyone else experienced this  .

if so this should be noted to the public as not an isolated incedent of bad hardware .

test drove one of these while deciding which camcorder to get  .

video quality is acceptable , but not outstanding even in hq mode  .

the camera is quite easy to use , and has a very good battery life a recurring irritation is the disk full condition  .

the 20 minute limit on hq video is ok for short events or a series of brief clips  .

however , it means that longer sessions are awkward , and i found i is defensively swapping disks at the start of each multi    minute clip , just to ensure that recording is not cut off prematurely the minidvd issues persuaded me to get a dv camcorder  .

the one i got is the panasonic gs250 , which is not as good as the sony in low light , but is equal or slightly better in just about everything else (especially video sharpness and color)  .

it can also record 60 minutes of hq on a tape , from a single battery charge .

the software cd is dead out of box  .

sony can not supply me the good softwere two months after i reported the problem  .

there is no place to download the software and there is no email support .

i warn against making purchases with besy buy (don't believe me  .

research what the wall street journal has said about thier money making tactics)  .

i have been a returning customer and spent a lot a money there over the years , but when it comes to a problem forget it  .

they had no intention of helping , neither did sony unless i paid to fix it , well thats a novel idea  .

they said they never get the complaint i have and it would cost over $140 in labor to fix  .

keep in mind this is only a few months old  .

i refused to pay for this problem considering the condition i have kept it in  .

i would love to say that i had a better experience , but i would look into an older model (the problems won't be new and they will know if they work , because of suckers like me  .

) and different brand that's what best buy told me after i bought it  .

anyone looking for a nice looking camcorder with a lense that does not open  .

i just bought this camcorder about 5 months ago and the shutter doesn't open  .

it makes this noise like it's stuck when i turn it on  .

i also noticed that i cannot see through the view finder but the lcd is on and operable if i manually open the shutter (i used scotch tape to keep the shutter open to see if it would work)  .

i see that's there's another user who came across the same problem  .

this is a major defect by sony  .

the labor warranty is past due (90 days) which probably means i will have to pay at least $149 to get this fixed  .

i paid big bucks for this camcorder and did not expect something like this to happen , especially so soon  .

i've only used this camcorder about 20 times since i bought it .

