stop wasting your time looking for a camera this is the best you will find for 250  .
for outdoor daylight shots , all 4 cameras had the same speed results overall the 4x6s quality is the same between the fuji f45 canon sd850  .
comparing two very similar pictures , sometimes one would be a slight plus over the other , when you looked close up , then on another picture the other camera would be a slight better , but no real difference the canons do have a better long range zoom , at max zoom  .
if your need is for enlarge crops , the canon auto pictures are taken at lower iso , then the fuji , see comparison below  .
i also tested the canon sd850 with different isos in low light conditions  .
it is at the manual iso 1600 , that the canon is as fast as the fuji auto (iso800) , but the canon (1600) pictures had higher noise here are the iso results , taken with auto mode  .
i believe this to be very important to understand the results  .
the listed numbers will first be fuji f40 (f45) then canon sd850 auto mode    .
evening indoors f@800 , c@200  .
outdoors 10pm christmas lights f@800 , c@250  .
outdoors bright sun , at min zoom f@100 , c@80  .
outdoors bright sun , at max zoom f@100 , c@160  .
outdoors cloudy f@200 , c@80  .
conclusion    .
no one camera is perfect for all people or all conditions  .
fuji f40/f45 is for those who want a fast , low light , small simple p s camera , whose prints will usually be normal size (4x6 , 5x7)  .
it is the best p s available today , to capture fast moving kids indoors  .
i also appreciate the battery indicator canon sd850 is a great p s choice for more outdoors (vs indoors) or indoor adults (vs kids) pictures , or if you usually print pictures bigger then normal size .
it takes very good night time pictures including fireworks  .
manual features like changing exposure time is convenient to change if needed  .
in addition , it has numerous auto modes that work well too  .
with all that said , i have one question   why wo not my mac recognize my camera when i plug it into the usb port  .
guess i'll have to search the support boards .
many a times , in the excitement of shooting or in wanting to get a sudden cute pose or a sudden shot , and keeping my eyes on the subject , i pressed the on    off switch instead  .
and as the whole camera shuts down the sudden , unitentional , cute pose is gone forever  .
so this switch at the back , can never be pressed accidentally when you press the shutter  .
it's great and i just cannot figure out why so many digital cameras have the switch close to the shutter button .
i love this camera and it's 4 power zoom with image stabilizer  .
excellent pictures so far  .
expensive but i feel it is worth it  .
i also love the battery duration and easy charging  .
quite a step up from my cannon sd 400  .
we bought it at broadway photo , it is www  .
bwayphoto  .
com  .
they advertised as brand new come with 1    year manufacture warranty  .
we received not a sd850 , but a sd810 (comparable camera)  .
the sd180 is not intended to sell in usa , and therefore no warranty paper from manufacture  .
manual received in the box also not original , but a copy from sd850  .
later on , we figured that there is no image stablizer found in camera  .
in conclusion , do not buy from broadway photo or other not certified stores .
first excellent snap qality , touch wheel for scrolling the snaps , auto rotate makes life easy for rotating the snaps rather but the main biggest wired part is , cannt zoom while vdo recording  .
it will keep the zoom level , on which you started the vdo recording  .
you cannt zoom or even unzoom while recordin also compared to its descenders , shooting modes are less in this model .
after being disappointed by the sd750 image quality , i purchased the sd850 is , hoping the is part would help  .
not so much  .
i took the sd850 is and my old sony all over the house and backyard all day in different lighting situations  .
the sony outperformed the canon in terms of sharpness and lighting indoors  .
the canon outperformed the old sony in terms of color balance  .
but i'd rather have a sharp clear photo with the color slightly off than a blurry photo with true color the indoor shots from the sd850 is were pretty bad  .
the flash is way too weak  .
the top half of the photos are too dark  .
there is also not a way to force the flash on (only options are auto or off)  .
if you take a photo with the flash indoors , it is too dark in parts of the photo  .
if you open the windows and let in lots of ambient light and take it with the flash off    the photo looks great color    wise , but it is blurry  .
i was not satisfied with either option outside , the photos were better    but i is still getting some blur  .
in addition , in the bright sun    the background is way overexposed also , my thumb kept accidentally hitting hte dial and popping up a menu  .
very annoying another annoying thing    when you plug the camera into the computer , you have to have it in playback mode to download the photos it took ok photos  .
but i'm looking for something that takes great photos  .
i also did not like the button layout at all  .
i took the camera back and the search continues .
this sd 850 is replaced my sd 650 (very little water ruined that camera)  .
i loved the sd 650 , but figured i'd upgrade to the sd850  .
it has all the features i like , but for some reason , most of my pictures come out fuzzy , so i am quite disappointed with the sd 850 is  .
i is looking for replacing my old olympus d540 digital camera  .
the only problem with the old one is that it just ate up batteries in less than 15 to 16 snaps  .
with or without a flash  .
the review for sd 850 is were 8  .
3 (around feb 2008) , and it also had the rechargable battery  .
however , on buying the 850 is    i found that the picture clarity is poor when compared to my old olympus (which is a 3  .
3 mp)  .
especially poor when using higher iso settings  .
the features in 850 is are plenty    but none gives a non    grainy picture  .
but i saw that the colors are true    to    life in bright conditions and even in low light conditions  .
the flash works well  .
you might as well transfer all the images to your computer with a card reader , there is nothing that you get by connecting it to your computer ,  .
the remote capturing button is disabled and i is told by canon support that this model does not support it remote capturing from the computer just like their very older models .
if you desire clear crisp photos this camera may not be for you  .
research stated that this is one of the best in the class and had all the features i is looking for , but in the end it just did not take sharp crisp photos and i had to return it  .
i am not an expert in taking photos but i made a valiant effort in reading the manual multiple times and taking many photos and tweaking settings trying to get a consistent clear photo for each common situation  .
it is possible i got a defective camera , however as seen in other posts that this seems to be a common complaint  .
my previous camera (which has many things i do not like about it) , a kodak easyshare z7590 , takes great sharp vivid photos as long as you have it focused correctly  .
if i didnt have better results with a previous camera i might have really liked this one  .
the reason i tried the camera is to have a seemingly high quality camera full of features in a compact version that would fit in my pocket as well as having a processor that would allow faster photo taking  .
my primary use for the camera is to take many photos of our child  .
because of the nature of the photo taking use , it is not desirable to have to change the settings continuously to hopefully get a great clear non    grainy shot  .
in conclusion i liked all the features , styling , size , and features of the camera but in the end the most important thing to us is the printed/projected photo that just didnt turn out well (maybe 1 in 10) .
very disappointed , about the amount of red eye that shows up even with the red eye reduction button .
i am an engineer with a masters my wife is a micro biologist we are having trouble with them they skip around page to page  .
manual to manual cannot understand them as my mother used to say clear as mud they are just poorly organized 167 pages and 33 pagaes give me a break we are point and shooters give us point and shooter manuals i  .
show me how to set up the camera to shoot outdoors sunny cloudy various tqargets give me a chapter on indoor shooting macro shooting movies indoors low light and outdoors  .
bight light and cloudy etc break chapters in way that matches how most people will use the camera teach you writers the kiss principle have them write to the 6th grade level so most of us can understand them also never never never have an engineer write a manual  .
i've had this camera for a year and am already looking for a new one  .
i'm not a professional photographer by any means but am consistently disappointed in the photo quality as well as usability of this camera  .
i find the options a bit overwhelming and difficult to maneuver  .
i have small hands and still have to use my fingernail to push the menu wheel or else i end up with a feature other than the one i is looking for .
not recomended  .
this is my 3rd cannon powershot over the years and have been very happy with picture quality on every one , but cannon still has obviusly not solved the lens retracting error  .
our 520 kept erroring and now this one does too  .
it's only 7 months old  .
i think i am officially going to move on from cannon cameras  .
any recomendations  .
sony  .
purchased this based on cnet positive reviews and could not be more disappointed  .
if you are looking for a good family camera , this is simply not what you are looking for image quality is average at best unless you fiddle with the controls , which really defeats the purpose of a point and shoot nearly every indoor pic causes red eye even in good light during the middle of the day  .
some of these are easily fixable but many are not  .
the red eye correction device is ineffective unless the subject is looking right at it and is within 5    7 feet of the camera  .
i have had many a great moment ruined by this canon support is horrible  .
they essentially admitted to me that they made a bad product and would do nothing  .
sorry i did not return when i had the time stay away from this product  .
i dropped my camera on the garage floor while the lens is extended and the camera is history  .
could not be repaired  .
the internal parts revealed why  .
sturdy looking outside covers thin plastic parts inside very disappointed i wo not buy another canon elph mdv  .
updated  .
on sep 20 , 2008  .
avoid broadway photo   my experience is terrible  .
they do not adhere to the truth updated  .
on mar 30 , 2009  .
this camera is not directly exposed to water in any way shape or form  .
upon return of the camera i cracked the case open myself to see the alleged water damage , i cannot see the massive corrosion they allege this whole thing seems like a cop out to me , perhaps due to a bad design  .
maybe this machine is vulnerable to condensation , but if the warranty is worth a hill of beans problems due to a bad design would be covered with apologies i will attempt to work with canon more on this but i get the impression i will be scoping out this site soon for new camera brands .
how many of us canon water damage victims are there , i wonder  .
like another reviewer , i purchased the canon sd850 is several months ago and have used it regularly  .
it suddenly stopped working    the lens would not retract  .
i sent it to canon for service under their one year warranty  .
they decided that it would not be economically feasible (exact words) to repair the camera and have sent it back to me still broken  .
canon customer care says that the technicians found water damage even though the camera is never around water and worked fine up until the moment it stopped  .
they even suggested i might have spilled something into it (no way) or perhaps the water damage is caused by going from an air    conditioned environment into a warm humid environment  .
ridiculous  .
don't most people vacation in warm places  .
if a camera stops working because it is in warm and humid environment , the label on the camera should clearly state    stay away from nice places  .
so it seems that if canon decides they do not want to repair a camera under warranty , they can just claim water damage and they are off the hook  .
no recourse for the customer , no appeal process if you are looking for a $300  .
00 disposable camera , this is it  .
i purchased the canon sd850 is 6 months ago and have used it regularly  .
it suddenly stopped working    the lens would not retract  .
i sent it to canon for service under their one year warranty  .
they decided that it would not be economically feasible to repair the camera and have sent it back to me still broken  .
canon customer care says that the technicians found water damage even though the camera is never around water and worked fine up until the moment it stopped  .
clearly , if they do not want to repair something a customer sends back , they can just say water damage and they are off the hook  .
no recourse for me , no appeal process , nothing for me to do but warn others  .
it is a nice little camera , but if it is only going to last 6 months , forget about it .
Great pictures; bad quality
Faster then the Canon SD870; Missed some small kids indoors action shots
Very good camera, Good quality photos, Fast.; Rather small screen but good enough.
well built, great pic quality, streamlined design, 4x zoom; no case included
Great res,Small; none that I can find
None over the SD800 IS; None except higher price and narrower wide angle
Ease of use, great features; Plastic lens body covered by thin metal veneer
Good color, limited controls, very portable,; Limited flash power, view finder a little too small.
Love all the features; Fuzzy pictures most of the time
Size, quality, features, 4X zoom, 8mg etc; 32mg card is too small
Small, fantastic action shots even with flash, great indoor shots; I don't see any yet
quick capture of images, automatic tilt images, quality of pictures; location of on/off button. A little bulky
Easy to operate,great pics; USB cover flimsy
face identification, Image Stabilization and sleek design.; Makes me wonder why I carry my Canon Rebel XT too!
Moderate price, pocket size, good picture resolution, long battery life; As descirbed by Cnet, dial wheel camera mode selector
digic 3 ,4x zoom , sdhc compatibility , 8mp ,image stabolization, high res screan very fast; its a bit bigger then other ELPH's, screan still gets anti glare coat scratched, deleting images is a bit slow
Nice Formfactor, solid, excellent picture quality; Somewhat awkward Flash placement and power button
I love the features on this camera; I have found no con with this phone
Easy to Use; $300 disposable camera
size, picture quality, zoom, ease of use; nothing really noteworthy
true image with all functions from previous model, 4X optical zoom; Broadway Photo misadvertised the product for money
Menus are vastly improved over previous version; Not many. Battery life when shooting video is a little short.
Great product takes excellent pictures; I have found no cons
Did I say EZ ? Crisp Clear Pics. Macro like a pro - make videos on the fly. Fits your palm like a 6th finger - shall I go on???; Can't go anywhere without it.
Many different options and features; A little confusing at time when not carrying instructions
Many new feature over the SD700 IS.; Would like a bit of internal memory
user friendly excellent picture quality; on off button could be a little larger
small, easy to use; dead in six months
Image stabilizer, compact, great setting for video; The on/off buttom in a wierd space
Everything!!!!!!!!; No camera case, also memory card that comes with the camera is small
Easy to use, Time Lapse Movie, Clear LCD screen; No 28 mm Wide Angle
Sharp images, fast shutter; ZoomBrowser software nice but took time to learn, maybe easier for others
pictures look good. video is great including zoom while recording.; it broke, just like the previous person said - the lens stopped working.
Fast, great pictures, easy to use.; Flash only works so well indoors.
Superior IS as compared to other similar brands.; not at the moment..
small size, fast to first shot, vivid colors; Didn't have enough time to find cons
Decent video quality, Great LCD screen; Horrible image quality in almost all conditions
same features as previous IXUS models, Image stabilization, face detection; More megapixels, but picture quality suffers a bit
Optical viewfinder, large display, loaded with features, good video, macro setting is near perfect., manual ISO setting, and much more...; No manual focus, shutter or aperture settings
Easy to use; can't think of any
good picture quality,easy to use; little manual abilities
Great image stabilization and pictures at dusk; On/ off button small
sleek, easy to ues; red eye in every indoor picture although it claims it won't
Size, Picture quality(inside and out), video quality, features; Lacking a battery meter, bright flash
Good photos, great color, docs with universal mini-USB cable, takes cheap SD/MMC cards, good battery life, very compact, feels solid, very fast startup &#38; btw photos; Blurry photos at fairly low ISO - lots of noise even at 200!!
Image quality, image stabilization, easy to use menu,; Flash close to lens, battery life.
Many custom features, image stabilization works well; on/off button is in a lousy spot and awkward
Colors are true to life in bright light conditions; Thumbwheel control is clumsy and will set to wrong setting when in hurry.
Picture quality and image stabilizer top notch for a point and shoot; A little pricey, but you get what you pay for.
Avoid Broadway Photo.; Broadway Photo is not trustworthy. BE CAREFUL. To be safe, stay away! They won't allow returns: I was told it was too late to return item when I called back 5 minutes later. Also was told, even if I could cancel order, it would cost 15% plus shipping
Excellent picture quality, a variety of options.; Viewfinder a little awkward to use.
Picture quality, ease of use and multiple pre-set scenes.; No fast way to delete multiple pictures
Small, takes great pictures, easy to use; I have nothing negative to say about this camera
Stylish; Modest; Easy to use; better than any other point and shoot i've owned; No fancy features, very simplistic
Easy to use and great software. Great battery life; Slippery to handle ....USE wrist strap
Ease of use, great images, easy movie editing, easy to carry, solid feet; none that I can think of, but nothing's perfect, eh?
Takes great pictures in different exposure settings. Easy to switch from manual to automatic. Menu easy to use. Really user friendly.; Kinda small for my big hands.
Great design, quick, Excellent picture/ video quality, Many nifty options, great focusing, Well worth the money,Image stabilization, Face detection,Optical view finder, large screen.; Price a bit hefty, No manual exposure controls but there are some,
Quick turn on time, fast access to SD card and battery, excellent resolution and color; A case would be nice, however I bought 5 IPOD cases for $5 that look like little socks that work perfectly
Great features, easy to use, nice styling, and size; Image quality, manual could be more detailed
Viewfinder w/LCD screen, image clarity, small size, sleek body, fun to use, fun adjustment features; Yes the elusive power button IS cumbersome to press but not a big deal
Can cange the zoom during video. Good batery life.; Poor quality. The automatic mode is very poor. Need to configure a manual mode to take a good picuture. Don't have to use the camera like pen-drive. Can't load the video taked to the camera to edit. etc
Speedy shots. Better than most in low light and at night. panoramic mode rocks!. great steady photos even when you are not so steady; Battery compartment horribly designed. Can't tell battery is about to die until it's too late
Easy to use, compact and light, takes fantastic pictures; The manual is impossible to read. On off switch in a bad spot.
It's made by Canon and the re-load to set up the next shot is wonderful.; For the price they should include a case otherwise I haven't found anything that is in question.
slick and easy to pick up and use for a fairly experienced first timer. Simple enough options, if you say you can't figure them out then why even attempt to try? you'll be FINE!; could use a stronger optical zoom.. but thats about all I feel I need to complain about.
It worked well for a while but about 9 months after purchase it stopped working. Best disposable camera ever!; I seem to have gotten the same run around as some other reviewers, "Warranty repair cannot be honored as the malfunction is due to water damage".
takes very clear high quality pics. I love the point and shoot predefined settings.; the only con that I can come up with is that the battery chamber cover does not have a lock on it. if you are not careful, you will open the battery chamber by accident which turns off the camera.
Pocketable size, quick startup, excellent images in many situations without flash, excellent screen image in all but very bright sunlight.; Had to exchange first camera because SD card would not remain inserted after about 2 weeks. Called Canon and was reassured that this is not a common problem.
Size is great, easy to carry, very lightweight; Photos are really not that crisp. Prior to this camera I had a Minolta Dimage and the Canon photos don't compare. Both cameras are point and shoot but I have been very disappointed with the Canon photos despite the great reviews everywhere.
Super Fast camera.great quality images as always from canon. hi res screen for viewing images in all lighting. 4x optical zoom. Image stabilization, very durable case, nothing feels cheap or flimsy.; Im not a fan of the viewfinder but it can come in handy. controls were akward at first. no case or dock included. nothing major to gripe about with this camera.
Easy of use, fast start up, Image Stabilization, photo quality, great camera for the casual tourist. Very small &#38; light battery charger.; You may want to pick up a second battery pack, but they are affordable. Image Stabilization is not a "cure all", it shouldn't be so don't expect it to be, it is a BIG help though.
