this is my third nano , but this is the best  .
Great design and great graphics along with good quality sound. Pretty new metallic design; Only average battery life. headphones are a little uncomfortable. Hard to see in light
Thin and compact design. 8 and 16 gigs. Great sweet colors. Shake to shuffle. Pretty nice display; Sound quality is really bad. Doesn't work with my charger. Click wheel doesn't work very well. 2g ipod nano's better, in audio quality and design
Interface is still familiar, still like the extras included in the device. Thinnes makes it nice to look at. Color selection is better than in the past.; I still have to deal with iTunes, There really isn't anything new or ground breaking. Thinnes may make it easier to damage
Light weight. Good music quality. Accelerometer is fun. Video quality is great!; If it's too cold, the click wheel doesn't work right. A pain to restart if it freezes. Screen will scratch way too easily. To edit, you MUST use iTunes *like this for all iPods*
Lots of features, very thin and pocket-friendly, has an accelerometer for games, coverflow, and shake-to-shuffle; For someone who watches lots of video and/or video podcasts it could use more storage space, a few minor glitches even with the latest firmware, not the best sound quality, no FM tuner
ease of use,perfect material aluminum combined with glass it's like it's made in Italy; it has a perfect interface but we bought music players to listen to music.If apple could make partners with bang and olufsen with their ice power digital amplifier circuitry,then i-pod would be the King of music players!
Great design, thinner to carry, very simililar to a PDA, and the podcasts and videos is great.; The amounts of space that it takes to create a library with all the features is insane!
this is one of the best music players ive ever used. itunes works fine, no matter what people say, the shape is good, the sound is good, its a great product.; the screen gets a bit of glare, but not that much, and the headphones with mic are $30.
amazingly thin. great colors. i think the audio quilty is pretty good. nice bright display with nice sized font; hold switch is just to stiff. the click wheel can be a bit hard to use at times. the new shake to shuffle is a little too sensitive. the eq setting could be better
Its small, sleek, looks great. Sound is good and video looks good.; Can't find any car chargers that will charge it. It often shuffles suddenly without intending to. If its in your pocket and you want to turn the volume down, you have to take it out and make sure its pointed the right way.
...can't beat the build quality.. ...sound quality is great, at least for me. I'm sure you'll find "purist's" that will take issue.. ...video quality is Superb, the small screen in no way diminishes the quality of the picture.; ....I don't care for the earbuds, but not just Apple's. My wife loves 'em (yes, I had to buy 2 iPod Nano's....lucky me).
Super thin, barely exists in the 3rd dimension. Great screen, images are crisp and beautiful. Feels great in the hand. iTunes 8 works fine. Full metal design resists scratching; Click wheel is a little small, but thats how it always has been for the nanos. Not a huge upgrade from the 3G but anything older than that is a great upgrade
Reasonably easy to use. Looks nice.; I don't like iTunes, too much emphasis on selling me music. I already have a collection and don't want to buy from iTunes. Its not obvious how to turn it off. Not sure if the anodised aluminium (green in my case) won't scratch easily
nice looking - small and light; if your car is wired for an older ipod or stereo the connector will not charge this Gen 4 Nano while it is being used. You will need to take it out and charge it daily. I took this NANO back for a refund.
the video veiwing is pretty good. the sound quality is also good.; I bought a nano after being fed up with a sansa mp3 player.I was unhappy to find that the battery power was not lasting as long as it should. I returned the 1st and exchanged it 4 a 2nd. but the second also had problems with the battery.
the software within the new nano is simply awesome, and if you cant handle the non-backwards compatible accessories (i have to buy new charger), then dont buy it. simple as that. stop complaining!; yeah, the non-backwards compatible software is a downer, but it's nothing new. every piece of software equipment has this same problem. the new software included with the new ipod is reason enough to ignore its (small) downfalls
Great design. Bright, colorful design. Easy to learn the controls. Itunes is very easy to use. Kid friendly. Sounds great. Separate playlists for family members. Would have been 5 stars except for conversion issues-see below.; No in-box directions other than super basic. Takes a long time to convert songs already on your computer not purchased in itunes (such as in Windows Media Player) with poor directions on how to do it. Online directions are tricky to navigate.
I had the previous pink iPod Nano and I found the screen too small, but on the new iPod nano, I found the screen to be big, bright and easy to look at. I found the tilt/shake features on the iPod as a good addition, but not necessary.; Thought the click wheel could have a sensitivity setting (going from slow-fast).
first of all,i have a blue one, and i love the color!!!! :] the cover flow is cool, because the screen goes vertically and horizontally. the size is great too!!! :]; the shake to shuffle got annoying so i had to turn it off, and i had to restart my ipod a few times, but other than a few minor issues, there were no problems!! :]
Excellent interface, USB connection is faster than most other MP3 players, cos of the plug (which is quite wide), light, durable, small, screen is clear and pretty resilient to scratches. Cover flow is also a cool function to have.; Click wheel is uncomfortable to use if your fingers are almost completely dry, as friction tends to get in the way. No microphone or radio, as most MP3 players have these days. Having to use iTunes is a drawback too.
although the new nano wont charge on any ipod dock you own, it can only be charged on your computer, the docks will plays music but just drains the ipod until it is dead, however it does come in some pretty colors.; I bought one and took it back, ipod deliberatly removed the ability to charge your devise on the docking ports you already own. Therefore althought the docks will play your new ipod you must return to your pc to recharge them after just a few hours.
When I hold this iPod i fell like it was made for me. it just feel so natural in your hand. The games on the Nano are also pretty entertaining. So that on those long road trips if just listening to your favorite song just start playing.; The Shake on your Nano is pretty useless i would say as if you were playing a prank on your friend you have to keep shaking the can until it works. what i'm saying is is that it feels like you need to shake it hard and you feel like you'll brake it
Fast response, video capability, good sound. 8G of memory provides for a large music library and days of podcasts, including video podcasts, with space left over for using it as a USB memory stick.; I don't like the user interface of the ipod (click wheel) nor iTunes. The curved glass on the screen is a mistake and will have too many reflection issues. A 2G design with a flat face on the whole ipod makes more sense to me. I own a 2g Nano.
The new accelerometer is very fun because it gets incorporated into a new game that is preloaded on the Nano, it is a maze game and you have to tilt the Nano to move the ball very fun! Cover flow runs much more smoothly than the 3g Nano.; The curved screen gets just a little glare but not enough to make a big deal out of it. The battery life is not as good which is disappointing. I also feel like the screen is a finger print magnet.
