well i just noticed that some of vista's annoying feature does some good things  .
go xp or windows 7 if your system can handle it  .
i do not have to say anything about xp , as for 7 , it's the stability of xp and sleekness of vista with a few more pros and a lot less cons  .
but thats for a different review .
the worst os ever  .
nothing works on this ms vista os (home , premium and any kind of versions)  .
this slower than a sleeping sloth  .
everything you do , that stupid blue circle which i feel like breaking on bill gates gosh darn head  .
nothing can be installed on this piece of shiiii the entire dev team for this piece of garbage should be fired i hope everyone in microshort (bus) company reads this .
i used vista for about a month it waz a nightmare it takes ages to start up it then runs slow kept getting a blue crash screen when i tryed to use the wireless internet its a complete disgrace microsoft are really making there money by ripping people off with this joke of a ting  .
better off sticking with xp or change from windows like i did to ubuntu linux have no slow problems its alot more like windows than windows users tink  .
and also no viruses spyware or malaware to worry about with linux  .
firstly , i bought this brand new dell (inspiron 530s desktop which is not all that bad in itself) with vista basic in december of '08 (approx 3 months ago)  .
now i should mention the reason i went with basic , is firstly because i is in desperate need of a new computer because my current one is very close to blowing up  .
so i is on a strict budget at the time and needed a cheap decent computer that just worked i decided on vista basic purely for the reason that my friend had vista home premium , and she had lent me her computer for a week or so so i could share some files and get her all set up  .
now that os is absolutely atrocious , every time i tried to do anything it would double    check with me that what i is doing , is what i actually wanted to do  .
allow  .
deny  .
the pc vs  .
mac commercials do not lie  .
plus i hear with all the media center and such that there are many back door big brother issues involved so i decided that home basic would do , mainly for the above reasons there are less security features to hassle with  .
the gui is not so intense that it'll take up half of your ram  .
not any back door issues that i'm currently aware of first start    up starting up the computer up for the first time didn't seem too bad and i is actually somewhat surprised at how much i didn't mind it  .
it is a big jump up from home premium in a sense that it was not too fancy looking , nice and simple , decent customization options as far as the look of your gui goes as time goes on , i realize how different vista really is from xp as far as the layout of your general files and programs goes  .
they've changed up their my documents to just documents and rather than all of your documents being in there , it's strictly just a folder for your documents  .
(and your my received files from windows live messenger which i might add has also taken a large turn for the worse (as of march '09)) back on subject  .
in this stephen folder , which i find is basically now the old my documents folder on previous versions of windows  .
in there you have your contacts , desktop , documents , downloads , favorites , links , music , pictures , saved games , searches and videos (yes i had to look at the window for that now this little addition seems nice at first , but then once you notice that for some reason all of your downloaded files start ending up in random places , you realize that you have to do all of this organization yourself  .
this is a normal practice for myself when i did have xp , but because microsoft hadn't changed the overall layout of the os from 98 too much i got used to it  .
trust me though there are many other underlying differences within windows explorer itself  .
i really don't enjoy having to search for everything all the time next up is the not so lovely start menu it seems nice and relatively similar to that of the start menu in both versions of xp , until you try and access your programs folder  .
wow all it gives you is a tiny window to view all of your programs with  .
and once you find the folder you want next (for instance accessories) you actually have no option but to click on the folder which is not that big of a problem  .
but once you do it takes a second or two to even open that folder for you now i'm also a bit of a hobbyist when it comes to photo editing  .
so i use photoshop cs2 quite frequently , but i am by no means a pro  .
i just like fiddling around with photos , applying filters , cropping for facebook and such  .
and for some unknown reason no matter what i do it asks me every time i start up photoshop if i'd like to allow the adobe updater to run  .
yes i do allow please and remember next time  .
that feature really kills me on this os now another issue , is security  .
yes i know i wanted less security than other higher end versions of the os , but i didn't say i wanted no security at all  .
during 7 years of having windows xp , i have never had a virus or my computer slow down as a result of some spyware etc , mainly because i consider myself a smart surfer in a sense that i avoid ads , do not stray too far from the site you were currently on through links  .
and ever since my free trial period of mcafee has ended , i've had startup problems resulting in having to boot through safe mode and use system restore i'm running out of room to talk so i'll make a big blunt point here if you have a good machine running xp keep it as long as you can , take damn good care of it because it's a gem and must be protected  .
once you've exhausted that resource , simply  .
get a mac of any sort  .
i have used them quite frequently through friends and such and as soon as i can get the dough this piece of junk is either getting dumped or donated .
i've been using vista , it think it is going on two years now  .
i'm not sure what feature makes it so slow but i've gotten so feed up that i vowed to never again by a computer with a microsoft operating system  .
now i'm going further by writing reviews to warn others not to make the same mistake  .
avoid vista if you like a responsive system  .
just opening a program for example  .
click on the icon and bam it's open with my mac  .
with vista no response for a few seconds then i get the newly designed hour class for 30 secs of so then then it disappears  .
i'm left wondering okay is it opening did i really click on the icon oh wait the hour glass again then slowly as if it is not really sure it wants to open the program it opens  .
oh , you'll love this one  .
click open a document you get the same thing then the program opens to and then it tells you it cannot find the document so you have to click on it again and wait some more  .
what is microsoft doing when then put this out  .
vista is to mac what dial up is to dsl  .
do yourself a favor make the switch to mac the learning curve is minimal and you will never regret the switch .
while i have never owned this os personally , and never will  .
i had the displeasure of using it for work and some of my friends have it  .
wow what a setback for an operating system , its like they just slapped it together and sold it  .
i like win xp alot more , now i know win xp is not perfect by far either , but its alot easier to work with in my opinion  .
just like with win me , i will just sit back and wait till somthing alot better comes out then wasting my time and money on this garbage .
i'm telling you , folks , bet a little more money and buy home premium , because home basic is not the kind of operating system for web surfing , work , or anything fun .
i cannot comprehend how cnet could possibly give this os such a high review other than being in the pocket of microsoft  .
i cannot even downgrade back to xp without massive effort  .
dell no longer offers vista on their new computers because of the high number of client complaints .
had to get a new computer , it had vista and best buys would not install xp best buys also sucks .
i purchased a new computer from dell with vista  .
i basically had no choice  .
dell sold their soul to microsoft and offers very few computers with xp i remember when vista is was code    named longhorn and is rumored to be the next step in the os war  .
the biggest and best  .
none of that is true the os looks basically the same as xp , except more complicated due to icons and features being hidden all over the place  .
microsoft includes a nag screen , that asks you if you want to deny or allow  .
it does this all of the time  .
with anything that you do  .
you have to do a google search to find out how to remove this feature  .
then it no longer asks you anything  .
so say good buy to spyware protection  .
the os is so freakin' slow  .
it takes three times as long to load vista when compared to xp  .
crash screens are common  .
programs will free    up for no reason at all  .
when they do freeze , and you told the os to close them down , they keep nagging you trying to make sure that you want to close them down  .
if an application does freeze , you can not load the task manager fast enough to make any timely differences  .
if you can load the take manager , it won't always close the app down  .
so you will have to wait until vista notices that the software is not loading  .
so yet more times wasted  .
there is no driver support  .
software that would load on xp , will not run on vista  .
even though you could run older versions of software on xp and if you need help , you will never get any help from microsoft  .
have you ever tried contacting them  .
generic replies are all they send  .
phone calls are routed to person in another part of the world that doesn't even have computers  .
the have are also known for charging customers for help so all in all , vista is the biggest piece of crap ever made  .
even worse then the moto razr 2  .
so do not waste you money , but you will not have any choice in time  .
vista is being set up to replace xp  .
so thanks microsoft for making yet another worthless product  .
that is what you get for outsources everything you make now do you remember windows me or windows 2003  .
nope  .
so forget about vista , because it is doa  .
i had to buy a ram upgrade on a brand new machine just to get it to sort of work  .
i truly hate this os .
i've had a new computer with vista for approx  .
1 month  .
so far i've had 81 problems , 26 of those major this pos is slow as molasses in january it doesn't run 40% of my software i had to buy   a new webcam (not compatible (nc)) , a new printer (nc) , new joystick (nc)  .
after buying all new things , i had to spend more than 60 hours downloading the software from various vendors because the cd's wouldn't run on vista half the software 'included' with new computer would not run because it was not compatible with vista  .
in short vista suckseggs  .
i wish i had a choice of getting a nw computer with xp instead of this worthless pos  .
first of all it needs over 512k of ram just to run the vista , so the computer which is bought for very basic needs had to be upgraded right away  .
if you are used to previous versions of windows , forget about it , vista is not intuitive at all  .
so far this is the worst windows i've ever used .
vista is a crapy copy of osx  .
vista has lousy security  .
few drivers work  .
ie7 sucks  .
installation is slow and    .
windows sucks to begin with  .
just get a mac and save yourself the trouble .
stay with xp at all costs until they sort out all the bugs  .
because there are a lot in my opinion  .
pretty , flashy , gaudy , and pretentious for the shallow crowd  .
custom made for the friends of friends and roseanne  .
too ponderous , buggy , and extrinsic for power users  .
hey bill  .
how about an os for serious people  .
wtfu  .
/��/)  .
(\�`\  .
/ // \\ \  .
/ // \\ \  .
/��/ /��\  .
/�`\ \�`\  .
/ / / /  .
|_ _|  .
\ \ \ \  .
\ (  .
( ( ( /  .
) ) ( (  .
\ ) ) )  .
\ \/ / \ \/ /  .
\ / \ /  .
\ ( ) /  .
\ \  .
/ vista  .
run from this piece of   as fast as you can  .
this is by far microsoft's most blatant attempt to separate you from your money and give you nothing in return .
what crap  .
honestly , after all that wait , this is the best they could do  .
i can just imagine apple's ceo (steeve jobs) laughing  .
we are releasing the new operationg system sometime in the middle of the financial year , and all windows could do is incorporate features apple had incorporated in our existing os  .
how shocking , thats why apply has taken 1  .
8 percent market share within two years utterly pathetic , do not even know why people buy it  .
must love service fees , warranties and norton anti    virus  .
i quote 'unstable'  .
enough said just pathetic  .
just a general comment about upgrading to anything major  .
bottom line   don't be hasty to do it  .
companies in general and drug and computer corporations in particular , are pretty much only in it for the money  .
they want to push the product/s out of the door and into people's hot little hands to get their cash instead of investing the time time to test products to make sure it works correctly and has no long    term ill effects my rule of thumb is to wait a while        .
say 6    8mos       on something as major as a new operating system so they can work any major bugs out before i'd invest in something like that please note   if you take the plunge and do get vista (or any other upgrade to a program) , be sure to scan your system with good spyware/adware and virus programs  .
knowing good 'ole microsoft , they'll put a lot of unneeded and harmful s t on your computer  .
when i upgraded to ie7 not long ago , some junk came up in scans i did on my system  .
thanks a freakin' bunch , microsoft  .
if there was not such a pathetic shortage of software for it , i'd go back to using a mac                                                                                                                          .
as far as drugs are concerned (off topic , i know) , i'd wait a year before trying anything new on the market  .
case/s in point   everyone raved about drugs like phen    phen (diet pill) , paxil (anti    depressant) and ortho    evra (birth control patch) until people started having horrible problems from heart attacks , liver failure and death before they took this s t off the market  .
why  .
drug co's did not want to wait a few years after the drugs were approved to see how it would affect people long term  .
they threw it on the market as soon as it is deemed marketable or safe to get people's money  .
and then they have the gall to price them so high that those who cannot afford health insurance cannot get them so they can stay well  .
disgusting  .
thanks for reading my rants  .
~jlf  .
i wo not get into the pros and cons of this new operating system in terms of the usual critique , because it's all been covered here  .
what i want all of you to be aware about are the technologies that microsoft has implemented in order to control what you can or can not view or listen too  .
if you are not familiar with drm , them please read about it  .
microsoft has also implemented aacs within vista , and this is also something you really need to inform yourselves about  .
i suggest you start on this website    .
http  //www  .
grc  .
com/securitynow  .
htm#76  .
listen to episodes 73 , 74 and 75  .
you might be shocked at what you will hear  .
if you're not that tech    savvy you'll probably have to listen to these shows a couple of times .
Just read my comments; Just read my comments
Awesome Graphics; Runs slow! Some programs don't work.
Smooth Look; Slow in some Areas
Windows gagets, Search, Network Connections; No Windows Aero, No Media Center, No 3D Flip
I have none.; printers, scanners, camera's
Not worth talking about, imo.; Many, mostly unnecessary changes, incompatibilty with existing combo scanner/printer.
Looks better; Read the article
Nothing! Nothing! Nothing! Nothing!; Annoying nag screens, overly complicated, no new standout features
Modern and safer; Unsupported and overloaded
Good question; Not as good as XP 2
no not one...; Inumerable....
Easy to learn; slow without proper memory
Low system requirments (more for gaming); No windows aero (if you consider that bad)
Some minor improvements; Print Drivers are still not available from many companies.
Fast and Easy; There isnt any
It's prettier than Windows XP.; Looks can be deceiving.
Nothing Pro About it; Dunno where to start
It's New(er); Few reasons to upgrade, big brother control mechanisms
Haven't found any yet; Where to start ?
Appealing and Smart; Slow for games, huge applications
Easier to use; Just read below, you'll be able to pull out your own ;-)
absolutely none; You name it and it's slower and clunkier.
Cleaner, smoother, more aesthetically pleasing.; Not worth paying for in my eyes.
Clean interface &#38; nice sidebar; Most of my software won't work on it
Easy file integration from XP (even if doing a clean install); Somewhat sluggish while multitasking
None that I can find; Just about everything
not a lot ......................................................................................................................................; not as good as xp ............................................................................................
Graphics, Security Updates and Prosseing Power; Cannot use any kind of messenger (AIM, Yahoo!) or LimeWire
Some Mac OSX Tiger features; As CNET Said, no need to upgrade
Looks a little cleaner; just about everything
Pretty GUI and Desktop; Software Developers just are'nt supporting it yet
I miss my XP; there are no Pro
Gadgets, Graphics, Speed; Upgrade from you old PC is tricky to poor
Very Good New Graphics; NO BACKWARDS COMPATABILITY, 3 card support is, no sound as of yet, over priced.
It doesn't crash quite as often as Windows 98, but...; there's just not the non MS software out there right now
good system without windows defender; hard to get my system mechanic 7 pro to work but after 15 hrs got it done
It's very pretty!; It's XP with a different skin and "gadgets"
haven't used it; from what the general consencence seem to be...not worth it
DirectX 10; stripped of just about everything that attracts Vista in the first place.
It is more modern than xp for sure.; No Aero, No Media Center, No Codecs pre installed, no eye catching features
None it is terrible; everything it treats a person as a child
there are no pros; everything is a con
what pros?; it doesn't comply with numerous popular programs, doesn't have drivers for printers, locks up, causes intermitent internet, takes forever for a file transfer - minimal in former versions
Excellent look and love the security. Simple to use.; Stripped down version of Home Premium and Ultimate.
no cons. its wonderful; its cleaned up alot of my problems and is extremely stable and fast!
Automatic security (baby sitter) for those who don't have a brain.; Crashes like Humpty Dumpty and everything has been moved around.
Amazing interface, Secure, Sidebar and Gadgets, Windows media player 11, Windows Photo Gallery, new games and great search tools.; Very Difficult to install, not all drivers are supported, Poor and expensive customer service.
It's newer-ish and it's absolute eye candy.; Well, pretty much everything else not mentioned in the "Pros" section above.
I found absolutely no reason to switch period!; Warmed-over XP at a ridiculous retail
disk access/copy time is greatly improved,as well as internet control/speed; doesn't seem to run a lot better than xp otherwise
There is no pros for this unfortunately; Everything about this piece of crap OS is a CON ... nothing works on this pieace of garbage ....
Looks, Cute, Colors, Fading in and out, Search Bar,; Promps for everything! Can't delete a folder without losing other folders that may have short cuts in it
It's the Newest and Latest; Not compatible with a lot of older programs
Excellent Security, Very Fast (depending on your system), And has a futuristic look that is way cooler than any OS I've ever seen; Not too many media options, No Windows Aero
Navigating your hard drive is occasionally easier due to the new interface.; Renders many non-Microsoft applications virtually unusable and just plain screws everything up, included software is absolutely horrible.
None. Not a single thing in it is an improvement over Windows Pro, or even Media Center Edition.; Doesn't recognize legacy hardware or software; time-consuming installation; no control over how it handles installations; in short, the worst mistake Microsoft has ever made.
It comes with one or two nice default desktop backgrounds; Those wallpapers lose their appeal after a week or so. Annoying to do direct system backup from my old XP machine without a male to male USB. It's slow, Bad layout in windows explorer, I'll explain more below.
It's Vista! Why better than XP :) More organized, faster, safer and better than other Windows versions.; Still not supported by some things. No biggie 'cause I got everything I needed to work.
Not many. Eye candy if your hardware can handle it; Unstable Beta drivers for a lot of hardware, IE7 is just unusable, "feels" slower than XP. Tries to "fix" itself too much for its own good.
UAC: may be annoying, but it prevents spyware. If you attempt to install spyware but you find out its spyware, just press "cancel.". Windows Defender: better then no antispyware.. I mean did Windows XP had the same thing when it comes out?; Well, the Parent Controls really lags my Dell everytime i try to log out.
no pros at all its very slow and annoying wouldnt recommend any1 even bother using vista basic ..; slow,hardware conflicts,confusing to use,it is very annoying when the whole system freezes up over a simple operation!!
Relatively cheap (but costs much more than its worth) A real "pro" is that anybody running XP can save money by keeping it and not buying VISTA . XP is s much better product. XP to Vista is retrograde evolution!!; Everything!! All laptops wo 1gig of memory, poor performance, most programs won't run under vista.
It functions; security is much improved over XP; updates are making it much better than when it came out last year.; Still a memory pig on stilts, sluggish and cumbersome, needs lots of resources to run this beast of an operating system.
It is definately more secure than XP2.; Extremly difficult to transfer files from XP2. Many of my photo's are not supported. Seems like photo's on the CD did not have the right codes. I cannot open the windows task launcher. It has an error mssage, Instructions to set the D.E.P. are vague.
Can't think of a single thing; This OS was preloaded into my Acer laptop, and it was the slowest OS in the whole world. The laptop had only 512 MB of RAM installed. There is no Aero, no Flip 3D, none of the fun stuff. Even with the SP, it was still too slow.
"All Programs" is now a directory; Windows Defender provides basic Internet defense; copying a file to the same folder in Windows Explorer keeps the copied file next to the original.; I can't install ZoneLabs' most recent version of ZoneAlarm, while Lotus Word Pro for Windows 95 installed perfectly as have most of my older programs.
It feels fast during surfing , due to the new RAM capabilities 4GB MIN and up to 128 GB (that's a difference), and the system is very secure.. The fact that they came up with a Fast and Reliable System Wake-Up is absolutely magnificent.; HUMONGUS lack of compatibility with software of all kinds.. Over-Priced and Short-Handed they cut back on accessories that were included since Windows 95, what a JOKE!.. Lack of knowledge on their Non-American-Base customer service team.
The Log In menu is slightly nicer; Everything is slower that XP. My advice is to stay with XP. You could just be using a program, and it will stop responding. Many programs have not yet been released on Vista aswell.
You will have time to do other things while you wait for the system to start up, open a program, or the longest wait for sure shutting down. It convinced me to try a MAC and I love it.; SLOW. Trouble loading software. Block start up programs, it annoyingly reminds you forever. Blue screens of death and random shut downs. Do something, it asks you if you really want to do it way to often. Robs you of the beauty of the computer speed.
Some functions are fast, visually it is more interesting.; I do not use Windows email, search, etc. Mainly I download files I received via gmail, and the process of doing that now is way more complicated than with XP. It takes me twice as long to download files, text files for my work.
