i like it the way it is  .
guess that would be a useful feature for a dui alcoholic that's in a blackout and doesn't know where they are or what city they're in i know that in entry level gps , that the features are going to be limited , but i would like to see a feature like the ability to edit maps on the unit or while hooked up to a pc  .
things like deleting a street that doesn't exist or add one  .
edit street names or add multiple names for a street like i said in the beginning , i'm not saying that this gps does not do it's job  .
it does  .
it just has a few annoyances that none of the reviews said anything about  .
who knows , maybe i got a lemon  .
very inaccurate distances  .
would say i is as much as 300 yards away from an intersection when i is actually at the intersection  .
it would not notice that i had failed to turn until a block or 2 later  .
if i changed the route (as i often did since it would suggest some really bizarre routes) it would recalculate and try to send me through convoluted paths to return to its original route  .
basically , i found it useless .
this thing is a piece of garbage  .
i've considered throwing mine out the window twice because it's caused me so much frustration  .
i'm not saying that it cannot get you on the right track if you're lost , but it usually takes the longest route to get you where you need to go , it does not give you ample notice before you need to turn , and it's pretty hard to get the map looking the way you want it to  .
this thing really is not worth it  .
i decided to write this review after , for the second time , i input the address , got stuck in traffic for forty five minutes , only to realize that the thing is not taking me to the address i input  .
obviously , it could have been my pressing the wrong button (or area of the screen , rather , since it's touch    screen) , but i would say that's unlikely because i'm a relatively tech    savvy guy  .
this thing is simply and plainly user    unfriendly  .
if this is all you can afford , i'd say save some more money and in the meantime print directions from google maps , which are usually very good .
with gas @$4 , the mio c230's poor trip calculations , through grave yards , school playgrounds , nuclear power plants , meandering through residential neighbourhood's , etc  .
, will result in many wasted miles and gas  .
i see about a 10 to 15% penalty in wasted , worthless millage using this pitiful device  .
the engineering resources went to eye candy , not the basic , expected function  .
it sux .
i have been looking for a good low priced gps for months now  .
reviews i read of the mio c230 looked good  .
and after finding it at best buy for $149  .
i is hopeful that this unit would be the answer the first issue is that if you set the route parameter to short it kept wanting to route me via back streets even when there is no need to do it , and there is no way i could find to get it to use the best route with a combination of highways and back roads  .
the reverse is true of the economical setting ; it will not select any back roads , although if traveling by interstate highway the fast setting does work pretty well  .
the other issue is the maps are so far out of date that you half to be careful of where it is telling you to go  .
twice it has told me to turn the wrong way onto a one way road  .
also , while traveling on a highway i came upon a newer section of road and it started navigating me to turn off of the highway and then route me back onto it later when it got to where the highway is in the map again  .
the poi features are almost a joke , although once while traveling on an interstate highway it actually found a restaurant and gas station close by  .
another issue is how slow the system responds while driving  .
it will make you think it has frozen up , but if you will wait 5 or 6 seconds it will finally respond  .
the next major issue is trying to create a route ahead of time and saving it to use later , this feature is useless and will drive you mad  .
i have also had some issues with it telling me to turn at the next road while i is actually passing the road it is telling me to turn on  .
although this is usually only a problem when you have several turns close together the windshield mounting system is simple to install and remove , very rugged , and very well designed so that the gps unclips easily when you want to store it in the glove compartment the bottom line though is that it will get you to your destination , although it will most likely not chose the preferred route , if you knew where you were going to begin with  .
i have found the unit to be very accurate in terms of current location , distance and speed  .
the user manual is no help in showing you how to use the advanced features of the device and the website is totally useless  .
tech support did respond within 48 hours with a reply to my e    mail but said that they do not control the updating of the maps  .
they referred me to www  .
teleatlas  .
com for map issues  .
after going to there website they do not have an updated map and have no schedule when an update will be released over all , unless you drive only interstate and major highways , or live in a large city setting i would not recommend this product .
i bought this for a trip to california    am returning it tomorrow    it is a good looking item , and seems to be well built  .
the problem is i couldn't get an accurate gps lock with it    it's always off by 100 yards or more    which is a problem , especially in city driving  .
i like my gadgets to work    this just didn't for me    with gps , as far as i am concerned , either it gets you there , or it does not    that's why the poor rating    i wanted to give it a 1 , but it did get me within the general vicinity of where i is headed    i guess that's worth something  .
mio c230 is a disappointment  .
the operating system is buggy   one a 300 mile trip , the unit crashed and rebooted manually and now has lost some user    defined settings , such as my work address during the same trip , the follow icon mysteriously disappeared  .
consequently , after physically moving the map (manually zooming paning) , there is no way quick way to make the unit show the driver's current location  .
it is rather frustrating to drive in a new city with a frozen screen another minor annoyance is that the unit shows altitude in miles + feet  .
this is probably not an issue for a wide majority of users but i happen to commute in the rocky mountains  .
it is rather odd to see altitude readings in non    standard units , such as 1 mile and 3000 ft (vs 8280 ft) finally , the user interface is not very intuitive , pois are limited and route calculations are odd requiring a road atlas to confirm routing i am returning my mio c230 and will opt for a garmin or tomtom .
i is in best buy about to buy this gps unit but , since i live in a new subdivision , i searched for my own address to see how current the map info is  .
my address is not in this unit's map database  .
i put it down and picked up the more expensive mio c720t expecting the same result  .
after all , they are made by the same company  .
to my surpise , my subdivision is in the c720t  .
when i asked about this i is told that you have to buy the more expensive model to get the most current map data  .
i thought this could not possibly be right so i came home and called mio support , and sure enough , you do have to buy the more expensive model to get the most recent map data  .
i knew there would be differences in the pois and that the unit would lack other features such as bluetooth , etc  .
, but i never dreamed they would skimp on the actual map data  .
i is under the impression that all units made by the same manufacturer would have the same map data across the board  .
unfortunately that's not the case with mio .
i have been looking for a good medium priced gps for months now  .
i bought a garmin nuvi c350 and a tom tom one and sent both back because i could not live with their odd , quirky navigational systems  .
the garmin kept wanting to route me via back streets when there is no need to do it , and there is no way i could find to get it to stop  .
the tom tom would allow me to avoid a particular route , but then would not allow me to save the route that i had so painstakingly put together , so that i could use it again in the future  .
reviews i read of the mio c230 were enthusiastic  .
so i is hopeful that this unit would be the answer unfortunately it is not  .
i have been using gps's for 15 years or so  .
i found the interface between laptop and gps is so bad years back that i just stopped using a gps  .
now things are much better , but there are lots and lots of problems remaining the main problems are whether or not the maps are up to date , and whether or not they are accurate  .
the next problem is how well does the gps software use the map information , coupled with user input , to provide a satisfactory route with this unit , when i started out setting it up , it did not clearly tell me where i was  .
i want a gps to start out by saying where i am  .
you are at 1200 east kingshighway , atlanta , ga  .
is this correct  .
etc  .
and then i want it to ask me for the destination i want  .
and once i have entered it , to tell me    you have entered 1450 distrolio court as your destination  .
is this correct  .
and after i have clicked ok , i want it to calculate the route and then show me that route  .
both in text and visually  .
and then , when i see that they have routed me over an old bridge that is torn down 2 years ago , i want to be able to edit that route in order to avoid the bridge this is almost impossible with this machine because the text description of the route is totally inadequate       you cannot tell which part of the route you are editing , and the things you can edit       maneuver and i think route are meaningless to me , and are not described in the quick start booklet or the longer  .
pdf user's manual file  .
and when i clicked on these categories to change the route , nothing happened  .
i could not tell what this machine had done in response to my request i can understand that each gps has its quirks , that each will create a route using criteria derived from user input and from its factory software settings , but being able to alter the route is , to me at least , the single most important quality of a gps  .
of course it will make mistakes  .
of course some its maps will be out of date , or simply wrong  .
but it absolutely has to allow the user to change the route and make it easy to do so this unit fails miserably in these regards these gps companies imho need teams of frequent travelers to serve as their beta testers  .
any grade school beta tester would have told this company what to do in about 5 minutes to end on a positive note   the windshield mounting system is the best i have ever seen for a gps  .
it is simple to install and remove , very rugged , and very well designed so that the gps unclips easily when you want to store it in the glove compartment one further problem is that , apparently because of recent map updates , the amount of space available for poi's went drastically down  .
i am not up to date on this , but although this unit accepts an sd card , and some other kind of card as well , it is not clear to me how to use it .
even the most tech savy individuals are going to have a hard time with this one  .
i purchased the mio c230 to replace an old magellan system that i had  .
the reason that i replaced the magellan is because magellan had stopped supporting my model with new map updates  .
i chose the mio c230 because it is the least expensive model that would speak street names (rather than simply , take the next right , for example)  .
what a disappointment this has been  .
first , there is a software glitch in the c230 that doesn't allow you to enter an exact address for a destination  .
the fix according to mio customer service is to add an address that is close by and the c230 will bump up or down the address so that , if you play with it enough , you can eventually get the system to find your desired destination  .
for example , if i'm looking for 224 main street and i enter that address , directions to 222 main street will come up  .
so if i really want 224 main street , i have to try 226 or 225 or 223 main street , and if i'm lucky , i'll get the right destination second , the map for my c230 is out of date right out of the box  .
i wrote mio and is told that it is the most current map that they had , and there were no plans to update it  .
this device has been around for a couple of years now , and still no map updates  .
third , if you go to the mio web site and try to find downloads for the c230 , this model is not to be found in most of the mio pulldown menus  .
according to most of their support pages , the c230 does not even exist  .
fourth , the image and information about your vehicle on the display is off from real time by about a second or so  .
so if it tells you to turn right in 500 feet , you probably should have turned right because you've already missed your turn fifth , i mapped out a return route from raleigh to winston    salem recently  .
i requested the shortest route  .
what the c230 gave me would have taken me over one hour out of my way  .
what i eventually did is to pull out the free paper map from aaa and find my own route finally , i is in radio shak today and noticed that they were selling map and driver updates for the c230 for over $70  .
had i known that the only way to get current maps and fixes for the many glitches in this thing is to shell out another $70 bucks , i would never have bought it in the first place what a waste of time and money this thing has been  .
it's too late for me , but not for you  .
do not purchase a mio product  .
for an entry level gps device i would say that it is ok at best  .
i use mine frequently while on business  .
i still have to print paper directions because my gps takes a very long time to locate me , and then will lose signal too frequently  .
the poi search is a joke  .
it will find restaraunts that are 300 mi , away , but not the coffee shop that i am in front of  .
i would not recommend this product to anyone , spend the little extra money now and get a garmin .
this device constantly loses the gps signal , freezes , and then will not recognize where you area  .
on numerous occasions it has not recognized roads in rural areas , or has directed us to roads that do not exist  .
the directions that it does give often are not the best route .
it is my first navigation system , attracted me with a price tag and text to voice capability and small size  .
main issues that forced me to return the system    .
poor maps , driving in san francisco it would take me to one    way streets , dead    end streets , places with no streets  .
poi is absolutely laughable   driving in lake tahoe area , no ski resorts  .
no home depot , or albertsons , or rei , and many many others  .
i do not think i used poi database once  .
horrible real time tracking   if you take a wrong turn , you are sol , the route is gone and you have to go and manually enter the address again  .
imaging doing it while driving in congested city over and over and over  .
slow gps signal   if gps signal is lost , need to wait at least 5 minutes  .
difficult to use touchscreen   the buttons are too close to each other  .
no support from the co   i e    mailed support and nevr heard back  .
this one is going back to circuit city and they better take it back  .
at first , this unit is an awesome deal or so i thought  .
i opened the box , mounted the unit , turned it on voila no basemap of my area  .
i then looked for updates on the mio    tech website no such luck  .
oh , and tele    atlas is notorious for not updating their us maps  .
i told myself ok no biggie  .
so i try to add poi's , first off , the software to load pois , had to be located at the mio    tech , belgium site  .
(thank god for google  .
) i follow the directions to the t , load my poi's (poifriend  .
com) restart the unit and voila poi searching becomes unbearably slow  .
typing slows to a crawl , searching slows to a crawl rediculous if text to speech was not so important to me , i would not have gotten this unit once again you get what you pay for  .
returning mine and going with a magellan or garmin arrrgh  .
do not waste your money  .
go tomtom , or garmin  .
spend a few extra bucks and you'll be happy you did  .
do not purchase without first doing your research  .
the battery lasts for 45 to 50 minutes while navigating  .
i have only had this device for 3 1/2 months and customer service refused to address this problem saying that they advise customers to keep it plugged in , however they have on their website that the battery lasts up to 4 1/2 hours  .
people get a tom tom instead  .
the points of interests are also limited  .
this thing cant even find a wal mart .
very poor  .
after using for only one week the screen went blank and unit does not work  .
i will attempt to get my money back but retailer says i have to go to the manufacturer .
this company is a total fraud  .
they knew that their software is bad , but left it on the shelves anyway  .
no customer service  .
if you want to register the product (only wanted to register for our state consumer fraud division complaint)you have to become a club member  .
no way  .
you cannot even email them unless you join their club  .
scammers .
SCREEN, POI, CAMERA LOCATIONS, XTREMELY LOADED FOR THE $; CRAMPED KEYBOARD ALTHOUGH U CAN TOGGLE BTWN 3 DIFF. VIEWS
nice display, and configurable; terrible trip calculations
loud voice, good routing, intuitive, qwerty keyboard, fast lock on, TTS, great price; Limited POI database
Accurate Current location and traveling speed.; Slow reponse, outdated maps, poor route selections.
has great Canadian maps; very poor USA maps just the main highways
Text to speach. Feature set. Price; Battery life seems relatively short.
Voice to Speech; Maps not as current as C720T
Gets you there.; 200 feet off, so if you are in town or confusing intersections, you always go the wrong way
Screen size, sound quality, ease of use; No additional maps available, terrible battery life.
Cannot think of even one.; Bad Software and they knew it
Price, Text-to-speech, beautiful Screen. Compact, can fit in your pocket!; Software can be a little buggy at times, no extra features.
price, text to speech; keyboard cramped
Can't think of any.; Often loses GPS signal and freezes, and can't find where you are. Often doens't recognize rural roads.
Sized icons, accuracy, voice.; No manual, hard to figure out some things
Text to speech, display, accuracy, PRICE!; Less than 1 million POI.
compact, inexpensive, text to speech; limited pois, limited memory, limited maps, limited web support
Small, compact and "cute"; Lacks POIs and the ones it has are in bizarre locations
Low cost text-to-speech, very good signal strength; no stylus, but doesn't seem to need one really
features, Windows CE, ease of use; icons can be difficult to press
Inexpensive, has text-to-speech.; - Doesn't speak directions in time for you to follow them.. - Instructs driver to make illegal turns.. - Maps don't seem to be up to date.
Speech to text feature; lack of more POI
cheap, small, text to voice; bad maps, bad POI database, poor tracking
Nothing good to say; GPS crashed after 1 week of use
Sometimes, it takes you in a roundabout way to your destination. It gets you there!; Nothing!!!
inviting, easy interface; text-to-speech (!) with street names; VERY portable; generally VERY accurate; Value ! $199 @ J&#38;R NY;; No easy volume control, no paper instruction manual, some categories of points-of-interest missing (no "churches" category ?),; no maps for the Caribbean
Cheap, Easy to use, Accurate, Has important POI's, Fast, Takes SD card, speaks street names, definately worth the money; Could use some more POI's
Text to speech, compact design, Strong windshield mount, Quick recalculation, Night light dimmer,; CD-rom instructions- complicated, On start-up, sometimes places me in TN and I'm in OH?
Lowest price unit with text to speech capability; Crash prone and buggy OS with non-intuitive user interface
It is selling for a good price; Very slow and does not recognize medians. Voice could be more audible
Great Unit for the price..I love it!; The internal memory of this unit is listed at 1 GB, but has a SD slot for memory expansion.
Cheap with a pretty display screen...that's it!; Purchased as Christmas and it has never calculated one trip correctly. There are no instructions or support systems. Each trip it was used, ended in extra miles, gas and dollars.
Low price, text-to-speech capability, multiple via points along route, nice screen and maps, fast recalculation of routes; None so far
Compact, easy to use; takes to long to locate signal, maps are outdated, directions are not always the best, will reset itself too often.
Small size, easy to see screen, very easy to use. Very nice for first time GPS user.; None so far that I can tell
Good display, TTS, excellent mounting system; Very diffucult to edit a route, Route Simulation is so slow that it would take hours to simulate a 500 mile trip
great features for the price, ready to go right out of the box; the menus are a little clumsy
Easy to use, clear image and I was surprised at how up-to-date the maps are.; No cons from me.
Ease of use, TEXT TO SPEECH at half the price of competitors.; nothing major..well designed and superior to TOM TOM ONE and NUVI base models.
Good windshield mount, bright enough screen during daytime, auto power off, easy to remove when leaving vehicle, displays mph; Software fatal error crashes &#38; reboots sometimes, some streets aren't accurate, route recalcuation too slow when driving and doesn't give the most logical route. Changes views when not wanted.
Low price, text-to-speech capability, multiple via points along route, nice screen and maps, fast recalculation of routes, nice mounting hardware; Limited POI database, route not always optimized, slow route simulation, UI not initially intuitive
It's small and probably won't break easily.; It's completely unreliable. Twice in the last week it's taken me to a different address than the one I input. If it does take you to the right place, it will definitely take you on the longest route possible. Don't buy it.
user-friendliness was adequate. text to speech saved me dozens of times. fly-over preview mode. the only fast thing was the recalculation; Satellite connection delay 5-15 min on startup. Lost signal in clear skies, urban area, short buildings. location detection off up to 200 yards. it's not intuitive for direction changes.
Great screen, intuitive software, great signal, easy to use but loaded with features.; Plugs on the bottom instead of on the side prevents flush mount on dash and volume buttons. Not a big deal though.
It does have a nice display; voice volume is ample; Software seemed to have no logic - counterintuitive. Difficult to navigate the software. Voice commands and display were at least 250 yards behind actual position. Downloaded the manual - worthless. I took it back to the store.
None! User interface is "clunky"; No map updates available at Mio.com. It worked a few times when I first got the C230, but now very unreliable. It would reset itself in the middle a trip and would adjust itself to old trips!!
Inexpensive, accurate, acquires GPS signal fast and in my limited testing. Love the QWERTY layout (with option to change to ABC unlike Garmin), nice announcement of street names; Very poor POI database.
Voice to text, Screen is visible in daylight and very nice to view at night, highly accurate within 15 ft of destination, You can add your own Poi's, And the best of all, the 174.99 price tag!!!!; Battery life sucks, 2 hours max off the car charger and thats it. The 800 mah battery could have been swapped out for a 1300 mah IMHO
Right now, this unit is hovering around $100. Screen is excellent in the sun. Great text to speech. SD expansion card slot. Easily unlockable (it runs Windows CE under all of it). Gets you where you want to go.; Route calculations not as good as Google maps, but will still get you to your destination. use common sense. Not easy to export recorded tracks but once unlocked it can export them as GPX files.
